DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PEF,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1250.762,4761.2734,4760936.5,nan,9.1699,9.1699,0.2394,0.985,139.2647,0.0,nan,62.9892,0.898,0.9022,1250.762,0.5864,5.3384,nan,nan,0.0265,0.0265,15619.8701,2.1754,0.9554,0.9554,0.9128,-197.96,1.0,1.0,1.0,-1163.392,84.132,0.0265,nan
1250.786,4766.3257,4766325.5,nan,9.1822,9.1822,0.2252,1.0097,139.0533,0.0,nan,62.9377,0.9104,0.9147,1250.786,0.5901,5.3385,nan,nan,0.0257,0.0257,15637.5508,2.1745,0.9656,0.9656,0.9329,-197.96,1.0,1.0,1.0,-1163.416,84.6114,0.0257,nan
1250.9144,4772.0562,4771715.5,nan,9.2482,9.2482,0.2405,1.1418,138.5457,0.0,nan,62.6618,0.9766,0.9811,1250.9144,0.6098,5.3615,nan,nan,0.0214,0.0214,15655.2344,2.1691,1.0197,1.0197,1.0399,-197.96,1.0,1.0,1.0,-1163.5444,87.176,0.0214,nan
1250.9384,4772.7231,4772723.0,nan,9.2707,9.2707,0.2434,1.1666,138.4508,0.0,nan,62.7428,0.9859,0.9902,1250.9384,0.6125,5.3658,nan,nan,0.0215,0.0215,15658.54,2.1679,1.0253,1.0253,1.0514,-197.96,1.0,1.0,1.0,-1163.5684,87.1042,0.0215,nan
1251.0668,4761.8477,4762630.0,nan,9.391,9.391,0.2538,1.2996,138.362,0.0,nan,63.1763,1.0355,1.0388,1251.0668,0.627,5.4299,nan,nan,0.0221,0.0221,15625.4268,2.1616,1.055,1.055,1.1131,-197.9501,1.0,1.0,1.0,-1163.6968,86.72,0.0221,nan
1251.0908,4760.7437,4760743.5,nan,9.406,9.406,0.2557,1.3078,138.3454,0.0,nan,63.4358,1.0395,1.0433,1251.0908,0.625,5.4419,nan,nan,0.0232,0.0232,15619.2373,2.1608,1.0565,1.0565,1.1161,-197.9482,1.0,1.0,1.0,-1163.7208,86.0691,0.0232,nan
1251.2192,4733.501,4734923.0,nan,9.4862,9.4862,0.1918,1.3519,138.8796,0.0,nan,64.8243,1.0611,1.0672,1251.2192,0.6139,5.5395,nan,nan,0.029,0.029,15534.5244,2.1568,1.0641,1.0641,1.1324,-197.9472,1.0,1.0,1.0,-1163.8492,82.587,0.029,nan
1251.2432,4730.0972,4730097.0,nan,9.4636,9.4636,0.1799,1.3519,138.9794,0.0,nan,65.1514,1.0617,1.0687,1251.2432,0.6094,5.5578,nan,nan,0.0301,0.0301,15518.6904,2.1568,1.0632,1.0632,1.1305,-197.947,1.0,1.0,1.0,-1163.8732,81.9358,0.0301,nan
1251.3716,4692.6553,4692532.0,nan,9.3428,9.3428,0.1232,1.352,140.0877,0.0,nan,66.9013,1.065,1.0768,1251.3716,0.585,5.68,nan,nan,0.0359,0.0359,15395.4463,2.1568,1.0583,1.0583,1.1201,-197.9518,1.0,1.0,1.0,-1164.0016,78.452,0.0359,nan
1251.3956,4685.5107,4685510.5,nan,9.3293,9.3293,0.1126,1.3468,140.2949,0.0,nan,67.1812,1.0635,1.0761,1251.3956,0.5813,5.7028,nan,nan,0.0361,0.0361,15372.4102,2.1567,1.056,1.056,1.1151,-197.9527,1.0,1.0,1.0,-1164.0256,78.3306,0.0361,nan
1251.524,4645.0083,4645452.0,nan,9.257,9.257,0.1599,1.3192,141.4834,0.0,nan,68.6785,1.0559,1.0726,1251.524,0.5615,5.7229,nan,nan,0.0372,0.0372,15240.9834,2.1561,1.0433,1.0433,1.0884,-197.9672,1.0,1.0,1.0,-1164.1541,77.681,0.0372,nan
1251.548,4637.9644,4637964.5,nan,9.2777,9.2777,0.1688,1.3154,141.7055,0.0,nan,68.8667,1.0532,1.0702,1251.548,0.562,5.7267,nan,nan,0.0363,0.0363,15216.418,2.1563,1.0401,1.0401,1.0819,-197.9699,1.0,1.0,1.0,-1164.178,78.1977,0.0363,nan
1251.6764,4612.7515,4613127.0,nan,9.3886,9.3886,0.196,1.2951,142.519,0.0,nan,69.8736,1.0388,1.0575,1251.6764,0.5649,5.6423,nan,nan,0.0317,0.0317,15134.9307,2.1568,1.0232,1.0232,1.0469,-197.9784,1.0,1.0,1.0,-1164.3064,80.962,0.0317,nan
1251.7004,4608.4844,4608484.5,nan,9.4017,9.4017,0.2011,1.2847,142.6711,0.0,nan,69.794,1.0354,1.0538,1251.7004,0.5691,5.6265,nan,nan,0.0308,0.0308,15119.6992,2.1571,1.0201,1.0201,1.0406,-197.98,1.0,1.0,1.0,-1164.3304,81.5362,0.0308,nan
1251.8288,4597.6792,4597256.0,nan,9.4717,9.4717,0.2238,1.2294,143.1142,0.0,nan,69.3682,1.0175,1.0339,1251.8287,0.5917,5.492,nan,nan,0.0257,0.0257,15082.8623,2.1588,1.0035,1.0035,1.007,-197.9769,1.0,1.0,1.0,-1164.4587,84.608,0.0257,nan
1251.8528,4595.1577,4595157.5,nan,9.4319,9.4319,0.2281,1.2184,143.197,0.0,nan,69.0756,1.0144,1.0303,1251.8528,0.5946,5.4668,nan,nan,0.0254,0.0254,15075.9766,2.1588,1.002,1.002,1.004,-197.9763,1.0,1.0,1.0,-1164.4828,84.7866,0.0254,nan
1251.9812,4588.6406,4589601.5,nan,9.2191,9.2191,0.2577,1.1597,143.4233,0.0,nan,67.5102,0.9978,1.0112,1251.9812,0.6101,5.3325,nan,nan,0.0238,0.0238,15057.7471,2.1592,0.9938,0.9938,0.9877,-197.9678,1.0,1.0,1.0,-1164.6112,85.742,0.0238,nan
1252.0052,4588.563,4588563.0,nan,9.1973,9.1973,0.2632,1.152,143.4656,0.0,nan,67.1081,0.9969,1.0105,1252.0051,0.6104,5.3074,nan,nan,0.0237,0.0237,15054.3398,2.1598,0.9951,0.9951,0.9903,-197.9662,1.0,1.0,1.0,-1164.6351,85.7973,0.0237,nan
1252.1336,4594.5981,4594555.5,nan,9.0806,9.0806,0.2456,1.1105,143.4901,0.0,nan,64.9565,0.9922,1.0067,1252.1335,0.6117,5.2718,nan,nan,0.0232,0.0232,15074.001,2.163,1.002,1.002,1.0039,-197.9551,1.0,1.0,1.0,-1164.7635,86.093,0.0232,nan
1252.1576,4595.6753,4595675.5,nan,9.0842,9.0842,0.2423,1.1096,143.4947,0.0,nan,64.5202,0.9942,1.0096,1252.1576,0.6125,5.2652,nan,nan,0.0231,0.0231,15077.6758,2.1636,1.0064,1.0064,1.0129,-197.953,1.0,1.0,1.0,-1164.7876,86.1527,0.0231,nan
1252.286,4600.7983,4601227.0,nan,9.1032,9.1032,0.1118,1.1051,143.5392,0.0,nan,62.1864,1.0048,1.0249,1252.286,0.6169,5.3206,nan,nan,0.0225,0.0225,15095.8877,2.1666,1.0298,1.0298,1.0605,-197.9536,1.0,1.0,1.0,-1164.916,86.472,0.0225,nan
1252.31,4602.2642,4602264.5,nan,9.1191,9.1191,0.0874,1.1187,143.5475,0.0,nan,61.927,1.0103,1.0302,1252.3099,0.6171,5.331,nan,nan,0.0228,0.0228,15099.292,2.1675,1.0358,1.0358,1.073,-197.9537,1.0,1.0,1.0,-1164.9399,86.3232,0.0228,nan
1252.4384,4612.8525,4614155.5,nan,9.2045,9.2045,0.1085,1.1916,143.5064,0.0,nan,60.5392,1.0395,1.0589,1252.4384,0.6182,5.4372,nan,nan,0.0241,0.0241,15138.3047,2.1718,1.0677,1.0677,1.1401,-197.9627,1.0,1.0,1.0,-1165.0684,85.527,0.0241,nan
1252.4624,4616.3779,4616378.0,nan,9.2243,9.2243,0.1124,1.2033,143.4987,0.0,nan,60.4819,1.0456,1.0641,1252.4624,0.6168,5.457,nan,nan,0.0245,0.0245,15145.5967,2.1734,1.0725,1.0725,1.1503,-197.9644,1.0,1.0,1.0,-1165.0924,85.3116,0.0245,nan
1252.5908,4652.1553,4653793.0,nan,9.3301,9.3301,0.1986,1.2658,142.9361,0.0,nan,60.1753,1.0785,1.0922,1252.5908,0.6093,5.5569,nan,nan,0.0264,0.0264,15268.3506,2.1816,1.0976,1.0976,1.2047,-197.9673,1.0,1.0,1.0,-1165.2208,84.159,0.0264,nan
1252.6148,4660.7866,4660786.5,nan,9.3095,9.3095,0.2147,1.2728,142.8309,0.0,nan,60.1392,1.0825,1.0959,1252.6147,0.6083,5.5756,nan,nan,0.0266,0.0266,15291.2949,2.1841,1.1005,1.1005,1.2111,-197.9679,1.0,1.0,1.0,-1165.2448,84.0206,0.0266,nan
1252.7432,4735.0493,4737811.0,nan,9.1991,9.1991,0.0783,1.3102,141.4309,0.0,nan,59.946,1.1038,1.1157,1252.7432,0.6031,5.6202,nan,nan,0.0279,0.0279,15544.0,2.1971,1.1158,1.1158,1.245,-197.9688,1.0,1.0,1.0,-1165.3732,83.28,0.0279,nan
1252.7672,4752.208,4752208.0,nan,9.2172,9.2172,0.0528,1.3078,141.1692,0.0,nan,59.9729,1.1062,1.1183,1252.7672,0.6024,5.6285,nan,nan,0.028,0.028,15591.2344,2.201,1.1185,1.1185,1.251,-197.969,1.0,1.0,1.0,-1165.3972,83.1581,0.028,nan
1252.8956,4861.1772,4862442.5,nan,9.3144,9.3144,0.1438,1.295,139.3069,0.0,nan,60.1167,1.119,1.1325,1252.8956,0.5987,5.6414,nan,nan,0.029,0.029,15952.8955,2.2218,1.1329,1.1329,1.2833,-197.9602,1.0,1.0,1.0,-1165.5256,82.506,0.029,nan
1252.9196,4883.0474,4883047.0,nan,9.3328,9.3328,0.1608,1.2963,138.9588,0.0,nan,60.1887,1.122,1.1351,1252.9196,0.5983,5.6438,nan,nan,0.0291,0.0291,16020.4961,2.2262,1.136,1.136,1.2905,-197.9586,1.0,1.0,1.0,-1165.5496,82.2063,0.0291,nan
1253.048,4998.3228,4996582.0,nan,9.4308,9.4308,0.1714,1.3035,137.1957,0.0,nan,60.5739,1.1377,1.1491,1253.048,0.5961,5.6443,nan,nan,0.0299,0.0299,16392.9863,2.2498,1.1528,1.1528,1.3289,-197.9503,1.0,1.0,1.0,-1165.678,80.603,0.0299,nan
1253.072,5017.8037,5017803.5,nan,9.4086,9.4086,0.1734,1.3141,136.8661,0.0,nan,60.4841,1.1411,1.1512,1253.072,0.5931,5.6444,nan,nan,0.0301,0.0301,16462.6113,2.2532,1.154,1.154,1.3317,-197.9487,1.0,1.0,1.0,-1165.702,80.1832,0.0301,nan
1253.2004,5086.6353,5082654.5,nan,9.2901,9.2901,0.2107,1.3707,136.0858,0.0,nan,60.0035,1.1595,1.1626,1253.2004,0.5767,5.6416,nan,nan,0.0309,0.0309,16675.375,2.2711,1.1607,1.1607,1.3472,-197.9414,1.0,1.0,1.0,-1165.8304,77.937,0.0309,nan
1253.2244,5094.7764,5094776.0,nan,9.2886,9.2886,0.2177,1.3931,135.94,0.0,nan,59.8822,1.16,1.1621,1253.2244,0.5737,5.6411,nan,nan,0.0315,0.0315,16715.1445,2.2723,1.1567,1.1567,1.3381,-197.94,1.0,1.0,1.0,-1165.8544,77.7676,0.0315,nan
1253.3528,5084.7344,5078233.0,nan,9.2802,9.2802,0.2839,1.513,136.5923,0.0,nan,59.2335,1.1628,1.1589,1253.3528,0.5577,5.614,nan,nan,0.0348,0.0348,16660.8691,2.2787,1.1354,1.1354,1.2891,-197.9445,1.0,1.0,1.0,-1165.9828,76.861,0.0348,nan
1253.3768,5075.1411,5075141.0,nan,9.2486,9.2486,0.2963,1.5203,136.7142,0.0,nan,59.3745,1.1569,1.1534,1253.3768,0.5581,5.6089,nan,nan,0.035,0.035,16650.7246,2.2764,1.127,1.127,1.2704,-197.9454,1.0,1.0,1.0,-1166.0068,77.0969,0.035,nan
1253.5052,4989.5015,4985955.0,nan,9.0795,9.0795,0.3139,1.5594,138.3191,0.0,nan,60.1284,1.1249,1.1243,1253.5052,0.5604,5.5552,nan,nan,0.0361,0.0361,16358.1221,2.2643,1.0819,1.0819,1.1704,-197.9503,1.0,1.0,1.0,-1166.1353,78.359,0.0361,nan
1253.5292,4969.2852,4969285.0,nan,9.0644,9.0644,0.3172,1.5362,138.6191,0.0,nan,60.4451,1.1152,1.1168,1253.5292,0.5631,5.5452,nan,nan,0.0357,0.0357,16303.4297,2.26,1.0755,1.0755,1.1568,-197.9512,1.0,1.0,1.0,-1166.1592,78.5681,0.0357,nan
1253.6576,4864.8267,4864698.5,nan,8.9838,8.9838,0.3428,1.4119,140.1597,0.0,nan,62.1394,1.0635,1.0771,1253.6576,0.5774,5.4732,nan,nan,0.0338,0.0338,15960.2969,2.2371,1.0412,1.0412,1.0842,-197.9476,1.0,1.0,1.0,-1166.2876,79.687,0.0338,nan
1253.6816,4845.1494,4845149.5,nan,9.0232,9.0232,0.3476,1.3815,140.4477,0.0,nan,62.4269,1.0587,1.0725,1253.6816,0.5773,5.4597,nan,nan,0.0337,0.0337,15896.1602,2.2326,1.0406,1.0406,1.0829,-197.947,1.0,1.0,1.0,-1166.3116,79.7916,0.0337,nan
1253.81,4758.438,4760408.5,nan,9.2339,9.2339,0.3581,1.2186,141.4749,0.0,nan,63.965,1.0334,1.0479,1253.8099,0.5764,5.3728,nan,nan,0.0327,0.0327,15618.1377,2.2087,1.0373,1.0373,1.076,-197.9352,1.0,1.0,1.0,-1166.4399,80.351,0.0327,nan
1253.834,4744.5688,4744569.0,nan,9.2427,9.2427,0.3601,1.2099,141.6669,0.0,nan,64.1924,1.0347,1.0468,1253.834,0.5777,5.3566,nan,nan,0.0325,0.0325,15566.1709,2.2052,1.0385,1.0385,1.0785,-197.933,1.0,1.0,1.0,-1166.464,80.5107,0.0325,nan
1253.9624,4684.6885,4687852.5,nan,9.2895,9.2895,0.3062,1.1634,142.2772,0.0,nan,65.4092,1.0412,1.0406,1253.9624,0.5846,5.2921,nan,nan,0.0311,0.0311,15380.0928,2.1868,1.0449,1.0449,1.0918,-197.9381,1.0,1.0,1.0,-1166.5924,81.365,0.0311,nan
1253.9864,4677.251,4677251.0,nan,9.288,9.288,0.2961,1.17,142.3913,0.0,nan,65.5197,1.0422,1.0403,1253.9863,0.5849,5.2801,nan,nan,0.0308,0.0308,15345.3115,2.185,1.0437,1.0437,1.0892,-197.9391,1.0,1.0,1.0,-1166.6163,81.5067,0.0308,nan
1254.1148,4644.3838,4645420.0,nan,9.2801,9.2801,0.2817,1.2052,142.7946,0.0,nan,66.1106,1.047,1.0389,1254.1147,0.5863,5.1964,nan,nan,0.0296,0.0296,15240.8799,2.1758,1.0372,1.0372,1.0758,-197.9362,1.0,1.0,1.0,-1166.7448,82.265,0.0296,nan
1254.1388,4639.4707,4639470.5,nan,9.2767,9.2767,0.279,1.2063,142.87,0.0,nan,66.0758,1.0448,1.0372,1254.1388,0.5876,5.1808,nan,nan,0.0293,0.0293,15221.3604,2.1747,1.0343,1.0343,1.0697,-197.9357,1.0,1.0,1.0,-1166.7688,82.4404,0.0293,nan
1254.2672,4612.9146,4613569.0,nan,9.2585,9.2585,0.3081,1.2121,143.2844,0.0,nan,65.8896,1.033,1.0279,1254.2672,0.5948,5.0491,nan,nan,0.0277,0.0277,15136.3818,2.1685,1.0184,1.0184,1.0371,-197.9393,1.0,1.0,1.0,-1166.8972,83.379,0.0277,nan
1254.2912,4608.7275,4608727.5,nan,9.2504,9.2504,0.3135,1.2042,143.3619,0.0,nan,65.7804,1.0297,1.026,1254.2911,0.5955,5.0245,nan,nan,0.0275,0.0275,15120.498,2.1677,1.017,1.017,1.0344,-197.94,1.0,1.0,1.0,-1166.9211,83.493,0.0275,nan
1254.4196,4580.5615,4580707.0,nan,9.207,9.207,0.2941,1.1615,143.9597,0.0,nan,65.1962,1.0116,1.0157,1254.4196,0.5991,4.8914,nan,nan,0.0265,0.0265,15028.5674,2.1634,1.0099,1.0099,1.02,-197.9374,1.0,1.0,1.0,-1167.0496,84.103,0.0265,nan
1254.4436,4575.4697,4575469.5,nan,9.2243,9.2243,0.2905,1.1557,144.0715,0.0,nan,65.1295,1.0111,1.0154,1254.4436,0.6001,4.8665,nan,nan,0.0266,0.0266,15011.3838,2.1627,1.0125,1.0125,1.0252,-197.9369,1.0,1.0,1.0,-1167.0736,84.0249,0.0266,nan
1254.572,4545.4487,4545952.5,nan,9.3169,9.3169,0.2517,1.1245,144.762,0.0,nan,64.7729,1.0087,1.0139,1254.572,0.6056,4.7314,nan,nan,0.0273,0.0273,14914.543,2.1588,1.0262,1.0262,1.053,-197.9336,1.0,1.0,1.0,-1167.202,83.607,0.0273,nan
1254.596,4540.4355,4540435.5,nan,9.323,9.323,0.2444,1.1285,144.8911,0.0,nan,64.7782,1.0127,1.0159,1254.5959,0.6039,4.7061,nan,nan,0.0273,0.0273,14896.4424,2.1584,1.0303,1.0303,1.0616,-197.933,1.0,1.0,1.0,-1167.226,83.6213,0.0273,nan
1254.7244,4517.1455,4517741.0,nan,9.3556,9.3556,0.2289,1.1498,145.4727,0.0,nan,64.8065,1.034,1.0265,1254.7244,0.5946,4.6057,nan,nan,0.0272,0.0272,14821.9854,2.1559,1.0525,1.0525,1.1078,-197.933,1.0,1.0,1.0,-1167.3544,83.698,0.0272,nan
1254.7484,4513.499,4513499.0,nan,9.3211,9.3211,0.226,1.1549,145.5814,0.0,nan,64.8064,1.0381,1.0291,1254.7484,0.5962,4.5869,nan,nan,0.0269,0.0269,14808.0684,2.1558,1.0547,1.0547,1.1124,-197.933,1.0,1.0,1.0,-1167.3784,83.8771,0.0269,nan
1254.8768,4499.728,4499103.5,nan,9.1366,9.1366,0.2869,1.1824,145.9796,0.0,nan,64.8061,1.06,1.0434,1254.8768,0.6045,4.5355,nan,nan,0.0253,0.0253,14760.8398,2.1551,1.0662,1.0662,1.1368,-197.939,1.0,1.0,1.0,-1167.5068,84.835,0.0253,nan
1254.9008,4496.4131,4496413.0,nan,9.153,9.153,0.2983,1.188,146.054,0.0,nan,64.8177,1.0612,1.0452,1254.9008,0.6047,4.5259,nan,nan,0.025,0.025,14752.0117,2.1546,1.0667,1.0667,1.1378,-197.9401,1.0,1.0,1.0,-1167.5308,85.0046,0.025,nan
1255.0292,4482.3555,4482224.5,nan,9.2407,9.2407,0.2929,1.218,146.3339,0.0,nan,64.8793,1.0674,1.055,1255.0292,0.6055,4.5213,nan,nan,0.0235,0.0235,14705.4619,2.152,1.069,1.069,1.1428,-197.9486,1.0,1.0,1.0,-1167.6592,85.912,0.0235,nan
1255.0532,4479.5728,4479572.5,nan,9.2492,9.2492,0.2919,1.2171,146.3862,0.0,nan,64.8873,1.0676,1.0562,1255.0532,0.6074,4.5204,nan,nan,0.0233,0.0233,14696.7607,2.1514,1.0698,1.0698,1.1445,-197.9502,1.0,1.0,1.0,-1167.6832,86.0402,0.0233,nan
1255.1816,4467.5107,4467072.0,nan,9.2946,9.2946,0.3672,1.2126,146.5745,0.0,nan,64.9298,1.069,1.0623,1255.1816,0.6173,4.5549,nan,nan,0.0221,0.0221,14655.748,2.1484,1.074,1.074,1.1535,-197.964,1.0,1.0,1.0,-1167.8116,86.726,0.0221,nan
1255.2056,4464.7354,4464735.5,nan,9.2798,9.2798,0.3813,1.2127,146.6097,0.0,nan,64.8449,1.07,1.0638,1255.2056,0.6175,4.5614,nan,nan,0.0226,0.0226,14648.082,2.1476,1.0758,1.0758,1.1574,-197.9666,1.0,1.0,1.0,-1167.8356,86.4436,0.0226,nan
1255.334,4460.3745,4460243.5,nan,9.2004,9.2004,0.4198,1.2134,146.4537,0.0,nan,64.3904,1.0755,1.0721,1255.334,0.6181,4.6595,nan,nan,0.0251,0.0251,14633.3457,2.1432,1.0856,1.0856,1.1785,-197.9576,1.0,1.0,1.0,-1167.964,84.933,0.0251,nan
1255.358,4459.4043,4459404.0,nan,9.1766,9.1766,0.427,1.2152,146.4245,0.0,nan,64.3234,1.0777,1.0745,1255.358,0.6154,4.6778,nan,nan,0.0255,0.0255,14630.5908,2.1423,1.0876,1.0876,1.1829,-197.9559,1.0,1.0,1.0,-1167.988,84.6895,0.0255,nan
1255.4864,4470.9077,4470229.0,nan,9.0492,9.0492,0.3663,1.2252,145.7221,0.0,nan,63.9647,1.0897,1.0877,1255.4865,0.6008,4.8521,nan,nan,0.0277,0.0277,14666.1055,2.1375,1.0983,1.0983,1.2063,-197.9599,1.0,1.0,1.0,-1168.1163,83.387,0.0277,nan
1255.5104,4472.2524,4472252.5,nan,9.0738,9.0738,0.355,1.2304,145.5908,0.0,nan,64.0289,1.0917,1.0902,1255.5104,0.6005,4.8847,nan,nan,0.028,0.028,14672.7441,2.1362,1.0985,1.0985,1.2066,-197.9607,1.0,1.0,1.0,-1168.1404,83.2124,0.028,nan
1255.6388,4483.2427,4482281.5,nan,9.2051,9.2051,0.24,1.258,144.7671,0.0,nan,64.3723,1.1023,1.1035,1255.6388,0.5988,5.0925,nan,nan,0.0295,0.0295,14705.6475,2.1294,1.0993,1.0993,1.2085,-197.9692,1.0,1.0,1.0,-1168.2688,82.278,0.0295,nan
1255.6628,4484.1558,4484156.0,nan,9.2445,9.2445,0.2185,1.26,144.6131,0.0,nan,64.4591,1.1017,1.1037,1255.6628,0.5968,5.1314,nan,nan,0.0298,0.0298,14711.7979,2.1275,1.0964,1.0964,1.2021,-197.9708,1.0,1.0,1.0,-1168.2927,82.1149,0.0298,nan
1255.7912,4475.0034,4474674.0,nan,9.455,9.455,0.2685,1.2706,144.2415,0.0,nan,64.9235,1.0987,1.1049,1255.7911,0.586,5.3616,nan,nan,0.0313,0.0313,14680.6875,2.1177,1.0807,1.0807,1.1679,-197.9802,1.0,1.0,1.0,-1168.4211,81.242,0.0313,nan
1255.8152,4472.9014,4472901.5,nan,9.4965,9.4965,0.2778,1.2712,144.172,0.0,nan,64.9654,1.0948,1.1009,1255.8152,0.5856,5.4046,nan,nan,0.0309,0.0309,14674.873,2.1157,1.0757,1.0757,1.1573,-197.982,1.0,1.0,1.0,-1168.4452,81.4491,0.0309,nan
1255.9436,4445.3765,4445872.0,nan,9.7187,9.7187,0.2717,1.274,144.3258,0.0,nan,65.19,1.0739,1.0798,1255.9436,0.5836,5.6083,nan,nan,0.0291,0.0291,14586.1934,2.1049,1.0491,1.0491,1.1005,-197.9913,1.0,1.0,1.0,-1168.5736,82.557,0.0291,nan
1255.9676,4440.8198,4440819.5,nan,9.6942,9.6942,0.2706,1.2697,144.3546,0.0,nan,65.1761,1.0685,1.0741,1255.9675,0.5854,5.6464,nan,nan,0.0284,0.0284,14569.6182,2.1032,1.0445,1.0445,1.091,-197.993,1.0,1.0,1.0,-1168.5975,82.9806,0.0284,nan
1256.096,4411.7974,4413831.5,nan,9.563,9.563,0.3163,1.2469,144.6616,0.0,nan,65.1017,1.0396,1.0438,1256.0959,0.5947,5.7342,nan,nan,0.0246,0.0246,14481.0752,2.0939,1.0199,1.0199,1.0402,-197.992,1.0,1.0,1.0,-1168.726,85.247,0.0246,nan
1256.12,4408.7871,4408787.0,nan,9.5395,9.5395,0.3248,1.238,144.719,0.0,nan,64.9535,1.0353,1.0398,1256.12,0.5979,5.7506,nan,nan,0.0246,0.0246,14464.5254,2.0933,1.0174,1.0174,1.0352,-197.9918,1.0,1.0,1.0,-1168.75,85.2442,0.0246,nan
1256.2484,4404.1851,4406198.0,nan,9.4136,9.4136,0.3491,1.1903,144.6487,0.0,nan,64.1606,1.0126,1.0184,1256.2484,0.6152,5.7386,nan,nan,0.0246,0.0246,14456.0303,2.0901,1.0043,1.0043,1.0085,-197.9755,1.0,1.0,1.0,-1168.8784,85.229,0.0246,nan
1256.2724,4405.7144,4405714.0,nan,9.4116,9.4116,0.3536,1.1853,144.6355,0.0,nan,63.9531,1.0109,1.0173,1256.2723,0.6133,5.7364,nan,nan,0.0254,0.0254,14454.4424,2.0906,1.004,1.004,1.008,-197.9725,1.0,1.0,1.0,-1168.9023,84.7399,0.0254,nan
1256.4008,4434.0513,4435147.0,nan,9.4007,9.4007,0.3468,1.1586,143.9081,0.0,nan,62.8428,1.0015,1.0116,1256.4008,0.6033,5.6445,nan,nan,0.0298,0.0298,14551.0068,2.0935,1.0024,1.0024,1.0048,-197.962,1.0,1.0,1.0,-1169.0308,82.123,0.0298,nan
1256.4248,4440.6484,4440648.5,nan,9.4082,9.4082,0.3455,1.1612,143.7721,0.0,nan,62.8043,1.0018,1.0124,1256.4248,0.6003,5.6273,nan,nan,0.0302,0.0302,14569.0566,2.0946,1.0028,1.0028,1.0057,-197.96,1.0,1.0,1.0,-1169.0548,81.8965,0.0302,nan
1256.5532,4481.8027,4481826.0,nan,9.4485,9.4485,0.2898,1.1748,142.8645,0.0,nan,62.5986,1.0035,1.0168,1256.5532,0.5837,5.5248,nan,nan,0.0322,0.0322,14704.1523,2.1007,1.005,1.005,1.01,-197.9645,1.0,1.0,1.0,-1169.1832,80.685,0.0322,nan
1256.5772,4489.5225,4489522.5,nan,9.4448,9.4448,0.2794,1.1821,142.6948,0.0,nan,62.7445,1.0039,1.0175,1256.5771,0.5834,5.5057,nan,nan,0.0321,0.0321,14729.4043,2.1018,1.0045,1.0045,1.009,-197.9654,1.0,1.0,1.0,-1169.2072,80.7449,0.0321,nan
1256.7056,4510.521,4509514.0,nan,9.4249,9.4249,0.255,1.2213,142.4353,0.0,nan,63.5249,1.006,1.0211,1256.7056,0.5817,5.4635,nan,nan,0.0316,0.0316,14794.9941,2.1078,1.0017,1.0017,1.0035,-197.9667,1.0,1.0,1.0,-1169.3356,81.065,0.0316,nan
1256.7296,4513.251,4513251.0,nan,9.4195,9.4195,0.2504,1.2264,142.3868,0.0,nan,63.6062,1.0051,1.0203,1256.7296,0.5821,5.4556,nan,nan,0.0314,0.0314,14807.2539,2.1084,0.9999,0.9999,0.9998,-197.967,1.0,1.0,1.0,-1169.3596,81.1652,0.0314,nan
1256.858,4502.6162,4501871.5,nan,9.3902,9.3902,0.23,1.2538,142.925,0.0,nan,64.0411,1.0003,1.0162,1256.858,0.5843,5.4627,nan,nan,0.0305,0.0305,14769.9199,2.1113,0.9899,0.9899,0.9799,-197.967,1.0,1.0,1.0,-1169.488,81.701,0.0305,nan
1256.882,4499.7446,4499744.5,nan,9.3865,9.3865,0.2262,1.2518,143.0256,0.0,nan,63.9214,0.998,1.014,1256.882,0.5851,5.464,nan,nan,0.0303,0.0303,14762.9414,2.1115,0.9877,0.9877,0.9756,-197.967,1.0,1.0,1.0,-1169.512,81.8252,0.0303,nan
1257.0104,4474.0781,4474261.5,nan,9.3666,9.3666,0.2179,1.2412,143.8966,0.0,nan,63.2812,0.9857,1.002,1257.0104,0.5889,5.4771,nan,nan,0.0292,0.0292,14679.3359,2.1122,0.9759,0.9759,0.9525,-197.9741,1.0,1.0,1.0,-1169.6404,82.49,0.0292,nan
1257.0344,4469.4985,4469498.5,nan,9.372,9.372,0.2163,1.2359,144.0594,0.0,nan,63.0771,0.9836,0.9999,1257.0344,0.5894,5.4795,nan,nan,0.0285,0.0285,14663.709,2.1124,0.9749,0.9749,0.9504,-197.9754,1.0,1.0,1.0,-1169.6644,82.8887,0.0285,nan
1257.1628,4454.7119,4455170.0,nan,9.4009,9.4009,0.2642,1.2072,144.62,0.0,nan,61.9852,0.972,0.9889,1257.1628,0.5922,5.443,nan,nan,0.0251,0.0251,14616.6982,2.1136,0.9693,0.9693,0.9395,-197.9793,1.0,1.0,1.0,-1169.7928,85.022,0.0251,nan
