DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PEF,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1454.978,5808.2847,5800067.0,nan,9.2748,9.2748,0.727,2.9888,120.4394,0.0,0.0,71.5048,2.6347,2.808,1454.978,0.4651,4.7584,nan,0.0116,0.0291,0.0291,19029.0898,2.2951,2.8122,2.8122,7.9082,-197.907,1.0,1.0,1.0,-1367.608,86.423,0.0291,6.0
1455.0021,5902.1772,5902177.5,nan,9.2713,9.2713,0.7185,3.0598,119.081,0.0,0.0,71.1857,2.6753,2.8553,1455.0021,0.4677,4.7757,nan,0.0317,0.0303,0.0303,19364.0996,2.3059,2.8466,2.8466,8.1092,-197.907,1.0,1.0,1.0,-1367.6321,84.6897,0.0303,6.0
1455.1304,6476.958,6477241.0,nan,9.2528,9.2528,0.6737,3.4374,111.2181,0.0,0.0,69.4872,2.8915,3.107,1455.1304,0.4819,4.7578,nan,0.1386,0.0364,0.0364,21250.791,2.3634,3.0296,3.0296,9.1788,-197.907,1.0,1.0,1.0,-1367.7604,75.462,0.0364,6.0
1455.1544,6584.8135,6584813.5,nan,9.2624,9.2624,0.6653,3.5316,109.7473,0.0,0.0,69.2001,2.9231,3.1368,1455.1544,0.4821,4.7544,nan,0.1442,0.0356,0.0356,21603.7188,2.3709,3.0302,3.0302,9.1823,-197.907,1.0,1.0,1.0,-1367.7844,75.5618,0.0356,6.0
1455.2828,7078.1318,7082505.0,nan,9.314,9.314,0.648,4.0357,103.8445,0.0,0.0,67.6638,3.0924,3.2963,1455.2828,0.483,4.7488,nan,0.1745,0.0311,0.0311,23236.5645,2.4115,3.0333,3.0333,9.201,-197.9073,1.0,1.0,1.0,-1367.9128,76.096,0.0311,6.0
1455.3068,7175.5312,7175531.5,nan,9.2954,9.2954,0.6448,4.0669,102.7412,0.0,0.0,67.3168,3.078,3.2717,1455.3068,0.4833,4.7477,nan,0.1914,0.0312,0.0312,23541.7695,2.4187,3.0065,3.0065,9.0428,-197.9074,1.0,1.0,1.0,-1367.9368,75.5321,0.0312,6.0
1455.4352,7404.3076,7415867.0,nan,9.196,9.196,0.6376,4.2339,101.1545,0.0,0.0,65.4604,3.0006,3.1404,1455.4352,0.4854,4.8984,nan,0.2819,0.0319,0.0319,24330.2734,2.4573,2.8629,2.8629,8.1964,-197.9121,1.0,1.0,1.0,-1368.0652,72.515,0.0319,6.0
1455.4592,7460.7896,7460789.5,nan,9.1832,9.1832,0.6362,4.1463,100.8579,0.0,0.0,64.9196,2.9678,3.1024,1455.4592,0.4823,4.9266,nan,0.3288,0.0323,0.0323,24477.6562,2.4688,2.857,2.857,8.1629,-197.913,1.0,1.0,1.0,-1368.0892,71.3797,0.0323,6.0
1455.5876,7675.4556,7684267.5,nan,9.1148,9.1148,0.6129,3.678,100.4772,0.0,0.0,62.026,2.7922,2.8991,1455.5876,0.4659,5.2696,nan,0.5795,0.0345,0.0345,25210.8516,2.5302,2.8255,2.8255,7.9836,-197.9189,1.0,1.0,1.0,-1368.2177,65.306,0.0345,6.0
1455.6116,7726.0391,7726039.0,nan,9.1154,9.1154,0.6086,3.5964,100.406,0.0,0.0,61.3296,2.7973,2.906,1455.6116,0.4609,5.3337,nan,0.7134,0.0352,0.0352,25347.8965,2.5451,2.8748,2.8748,8.2778,-197.92,1.0,1.0,1.0,-1368.2416,64.1466,0.0352,6.0
1455.74,8232.0684,8231434.0,nan,9.1184,9.1184,0.6335,3.1598,97.1797,0.0,0.0,57.604,2.8243,2.9432,1455.74,0.4341,5.7507,nan,1.4297,0.0387,0.0387,27006.0176,2.6246,3.1387,3.1387,9.8517,-197.92,1.0,1.0,1.0,-1368.37,57.944,0.0387,6.0
1455.764,8325.9004,8325900.5,nan,9.1109,9.1109,0.6382,3.283,96.5767,0.0,0.0,57.0508,2.8951,3.0209,1455.764,0.4298,5.8286,nan,1.6811,0.0392,0.0392,27315.9473,2.6381,3.2112,3.2112,10.3401,-197.92,1.0,1.0,1.0,-1368.394,57.2251,0.0392,6.0
1455.8924,9074.627,9060661.0,nan,9.0712,9.0712,0.6695,3.9419,91.0242,0.0,0.0,54.0908,3.2736,3.4364,1455.8923,0.4071,6.1683,nan,3.0263,0.0424,0.0424,29726.5781,2.71,3.599,3.599,12.9528,-197.9259,1.0,1.0,1.0,-1368.5223,53.379,0.0424,6.0
1455.9164,9197.999,9197999.0,nan,9.0794,9.0794,0.6754,4.656,89.9864,0.0,0.0,53.8815,3.3472,3.5171,1455.9164,0.4066,6.2318,nan,3.0538,0.042,0.042,30177.1641,2.7155,3.6234,3.6234,13.1319,-197.927,1.0,1.0,1.0,-1368.5464,53.7484,0.042,6.0
1456.0448,9766.0381,9733274.0,nan,9.123,9.123,0.6805,8.476,85.6748,0.0,0.0,52.7622,3.7411,3.9489,1456.0448,0.404,6.2904,nan,3.2009,0.0402,0.0402,31933.3145,2.7451,3.7537,3.7537,14.09,-197.9346,1.0,1.0,1.0,-1368.6748,55.725,0.0402,6.0
1456.0688,9833.3252,9833325.0,nan,9.1284,9.1284,0.6815,9.2442,84.8689,0.0,0.0,52.9784,3.7435,3.9528,1456.0687,0.4075,6.3014,nan,2.955,0.0393,0.0393,32261.5664,2.738,3.7088,3.7088,13.7661,-197.936,1.0,1.0,1.0,-1368.6987,56.8419,0.0393,6.0
1456.1972,9666.0723,9650902.0,nan,9.1575,9.1575,0.6859,13.354,85.1419,0.0,0.0,54.1349,3.7561,3.9738,1456.1971,0.426,6.0818,nan,1.6395,0.0341,0.0341,31663.0625,2.7001,3.4689,3.4689,12.033,-197.9453,1.0,1.0,1.0,-1368.8271,62.817,0.0341,6.0
1456.2212,9616.8037,9616804.0,nan,9.1588,9.1588,0.6867,12.8332,85.1929,0.0,0.0,54.8612,3.6917,3.9048,1456.2212,0.43,6.0408,nan,1.5085,0.0336,0.0336,31551.1934,2.6879,3.3991,3.3991,11.58,-197.947,1.0,1.0,1.0,-1368.8512,63.9162,0.0336,6.0
1456.3496,8855.5312,8857990.0,nan,9.1658,9.1658,0.7183,10.047,90.2787,0.0,0.0,58.747,3.3473,3.5358,1456.3496,0.451,5.7066,nan,0.8077,0.0309,0.0309,29061.6484,2.6229,3.026,3.026,9.1566,-197.9507,1.0,1.0,1.0,-1368.9796,69.797,0.0309,6.0
1456.3737,8715.5645,8715565.0,nan,9.1652,9.1652,0.7242,9.3121,91.2333,0.0,0.0,59.4567,3.2762,3.4574,1456.3737,0.4546,5.6439,nan,0.7771,0.0315,0.0315,28594.373,2.6088,2.984,2.984,8.9136,-197.9514,1.0,1.0,1.0,-1369.0037,70.6067,0.0315,6.0
1456.502,7907.438,7911235.0,nan,9.162,9.162,0.7538,5.4,97.6512,0.0,0.0,63.2349,2.8974,3.0399,1456.502,0.4739,5.3253,nan,0.6143,0.0346,0.0346,25955.4961,2.5334,2.7605,2.7605,7.6202,-197.9527,1.0,1.0,1.0,-1369.132,74.917,0.0346,6.0
1456.526,7760.7764,7760776.0,nan,9.1577,9.1577,0.7593,5.19,98.8518,0.0,0.0,63.2934,2.8686,3.0056,1456.526,0.4766,5.2657,nan,0.5493,0.0342,0.0342,25461.8633,2.517,2.7617,2.7617,7.6268,-197.953,1.0,1.0,1.0,-1369.156,75.871,0.0342,6.0
1456.6544,7113.3262,7108838.5,nan,9.1351,9.1351,0.7956,4.067,104.0853,0.0,0.0,63.6064,2.7149,2.8218,1456.6544,0.4915,4.9653,nan,0.2016,0.0324,0.0324,23322.9609,2.4291,2.768,2.768,7.6616,-197.9576,1.0,1.0,1.0,-1369.2844,80.975,0.0324,6.0
1456.6785,6986.4731,6986473.0,nan,9.1302,9.1302,0.8024,4.0324,105.0676,0.0,0.0,62.9737,2.7258,2.8316,1456.6785,0.4986,4.9089,nan,0.1706,0.0305,0.0305,22921.5,2.4083,2.8088,2.8088,7.8981,-197.9585,1.0,1.0,1.0,-1369.3085,82.1509,0.0305,6.0
1456.8068,6390.79,6373433.0,nan,9.1044,9.1044,0.7667,3.8482,109.579,0.0,0.0,59.6052,2.7841,2.8835,1456.8068,0.5363,4.511,nan,0.0052,0.0201,0.0201,20910.2129,2.2976,3.0261,3.0261,9.1572,-197.9657,1.0,1.0,1.0,-1369.4368,88.411,0.0201,6.0
1456.8308,6258.7568,6258757.0,nan,9.0939,9.0939,0.76,3.8297,110.4229,0.0,0.0,58.4085,2.8312,2.935,1456.8308,0.5528,4.4366,nan,0.0045,0.0181,0.0185,20533.9785,2.2674,3.1367,3.1367,9.9045,-197.967,1.0,1.0,1.0,-1369.4608,83.2452,0.0181,6.0
1456.9592,5553.043,5541593.5,nan,9.0375,9.0375,0.6872,3.731,115.6057,0.0,0.0,52.0067,3.083,3.2104,1456.9592,0.6412,3.8436,nan,0.0007,0.007,0.01,18181.0801,2.1062,3.7286,3.7286,13.9025,-197.9712,1.0,1.0,1.0,-1369.5892,55.608,0.007,6.0
1456.9832,5407.5439,5407544.0,nan,9.0241,9.0241,0.6736,3.7658,116.5745,0.0,0.0,50.3836,3.2127,3.3568,1456.9832,0.6568,3.7327,nan,0.0006,0.0059,0.01,17741.2852,2.0682,3.974,3.974,16.1145,-197.972,1.0,1.0,1.0,-1369.6132,48.3278,0.0059,6.0
1457.1116,4641.625,4648003.5,nan,8.9522,8.9522,0.6487,3.9525,122.4611,0.0,0.0,41.7002,3.9069,4.1402,1457.1116,0.7407,2.9192,nan,0.0,0.0001,0.01,15249.3555,1.8649,5.2866,5.2866,27.9486,-197.9598,1.0,1.0,1.0,-1369.7416,9.379,0.0001,6.0
1457.1356,4506.0332,4506033.5,nan,8.951,8.951,0.644,4.2434,123.5614,3.0,0.0,40.0286,4.1999,4.4744,1457.1356,0.7418,2.7671,nan,0.0,0.0001,0.01,14783.5742,1.8267,5.6608,5.6608,32.793,-197.9575,1.0,1.0,1.0,-1369.7656,7.9702,0.0001,6.0
1457.264,3821.4824,3841756.5,nan,8.9449,8.9449,0.5386,5.7993,129.39,3.0,0.0,31.0855,5.7675,6.2621,1457.264,0.7477,1.9473,nan,0.0,0.0001,0.01,12604.1875,1.6222,7.6623,7.6623,58.7105,-197.9492,1.0,1.0,1.0,-1369.894,0.433,0.0001,7.0
1457.288,3717.5925,3717592.5,nan,8.9465,8.9465,0.5189,6.9802,130.4795,3.0,0.0,29.7966,6.1905,6.7426,1457.288,0.7507,1.7941,nan,0.0,0.0001,0.01,12196.8252,1.5914,8.0006,8.0006,64.6215,-197.9477,1.0,1.0,1.0,-1369.918,0.365,0.0001,7.0
1457.4164,3211.4695,3231744.75,nan,8.9553,8.9553,0.4759,13.2976,135.3965,3.0,0.0,22.901,8.4538,9.3135,1457.4164,0.7664,1.1721,nan,0.0,0.0001,0.01,10602.8359,1.4266,9.8105,9.8105,96.2453,-197.9516,1.0,1.0,1.0,-1370.0464,0.001,0.0001,7.0
1457.4404,3140.9319,3140932.0,nan,8.9573,8.9573,0.4679,16.5162,136.3155,3.0,0.0,22.199,8.6856,9.5609,1457.4404,0.776,1.0558,nan,0.0,0.0001,0.01,10304.8945,1.4047,10.4218,10.4218,110.6133,-197.9523,1.0,1.0,1.0,-1370.0704,0.001,0.0001,7.0
1457.5688,2800.2334,2821373.25,nan,8.9681,8.9681,0.4323,33.7356,140.1691,3.0,0.0,18.4434,9.9261,10.8846,1457.5688,0.827,0.6428,nan,0.0,0.0001,0.01,9256.4746,1.2878,13.6924,13.6924,187.4818,-197.9588,1.0,1.0,1.0,-1370.1989,0.001,0.0001,7.0
1457.5928,2761.6428,2761642.75,nan,8.9715,8.9715,0.4256,37.6664,140.8894,3.0,0.0,18.2553,10.6509,11.7363,1457.5928,0.8388,0.5656,nan,0.0,0.0001,0.01,9060.5078,1.2765,15.2453,15.2453,245.32,-197.96,1.0,1.0,1.0,-1370.2228,0.001,0.0001,7.0
1457.7212,2574.0247,2588994.75,nan,8.9896,8.9896,0.5728,58.6957,144.0504,3.0,0.0,17.2495,14.529,16.2931,1457.7212,0.9019,0.4051,nan,0.0,0.0001,0.01,8494.0771,1.2165,23.5532,23.5532,554.7542,-197.9568,1.0,1.0,1.0,-1370.3512,0.001,0.0001,7.0
1457.7452,2556.7239,2556724.0,nan,8.9929,8.9929,0.6003,59.1339,144.6412,3.0,0.0,17.2816,16.7027,19.0138,1457.7452,0.9042,0.3751,nan,0.0,0.0001,0.01,8388.2021,1.2133,24.435,24.435,601.2271,-197.9562,1.0,1.0,1.0,-1370.3752,0.001,0.0001,7.0
1457.8736,2475.6057,2490365.0,nan,9.0105,9.0105,0.5246,61.4783,147.2593,3.0,0.0,17.4535,28.3321,33.5701,1457.8735,0.9167,0.3637,nan,0.0,0.0001,0.01,8170.4888,1.1961,29.1523,29.1523,849.8571,-197.9594,1.0,1.0,1.0,-1370.5035,0.001,0.0001,7.0
1457.8976,2477.9614,2477961.5,nan,9.0168,9.0168,0.5105,59.7921,147.7487,3.0,0.0,17.8691,28.4166,33.5446,1457.8976,0.9081,0.3616,nan,0.0,0.0001,0.01,8129.7949,1.2012,28.3038,28.3038,804.9551,-197.96,1.0,1.0,1.0,-1370.5276,0.0013,0.0001,7.0
1458.026,2515.009,2529421.0,nan,9.0506,9.0506,0.4977,50.771,148.8897,3.0,0.0,20.0925,28.8686,33.4085,1458.026,0.8623,0.5121,nan,0.0,0.0001,0.01,8298.625,1.2285,23.764,23.764,564.7291,-197.9709,1.0,1.0,1.0,-1370.656,0.003,0.0001,7.0
1458.05,2539.0393,2539039.5,nan,9.0591,9.0591,0.4953,48.7551,149.103,3.0,0.0,21.0016,27.7322,31.8931,1458.0499,0.8419,0.5402,nan,0.0,0.0001,0.01,8330.1816,1.2421,22.5702,22.5702,517.0383,-197.973,1.0,1.0,1.0,-1370.6799,0.0937,0.0001,7.0
1458.1784,2692.0479,2706495.25,nan,9.1048,9.1048,0.2393,37.9704,148.8149,3.0,0.0,25.8653,21.6522,23.7854,1458.1783,0.7328,0.8383,nan,0.0,0.0001,0.01,8879.5781,1.3144,16.1831,16.1831,261.8927,-197.9787,1.0,1.0,1.0,-1370.8084,0.579,0.0001,7.0
1458.2024,2737.7954,2737795.25,nan,9.1101,9.1101,0.1915,35.969,148.7611,3.0,0.0,27.2074,20.4765,22.4084,1458.2024,0.7189,0.894,nan,0.0,0.0001,0.01,8982.2686,1.3362,15.2698,15.2698,237.6286,-197.9798,1.0,1.0,1.0,-1370.8324,1.6264,0.0001,7.0
1458.3308,3004.8462,3014464.25,nan,9.139,9.139,0.2121,25.2613,147.3989,3.0,0.0,34.3877,14.1867,15.0418,1458.3308,0.6445,1.3305,nan,0.0,0.0001,0.01,9889.9746,1.4531,10.3834,10.3834,107.8154,-197.9713,1.0,1.0,1.0,-1370.9608,7.23,0.0001,7.0
1458.3549,3066.3933,3066393.5,nan,9.1401,9.1401,0.216,23.6069,147.1432,3.0,0.0,35.9768,13.3806,14.1652,1458.3549,0.6397,1.4124,nan,0.0,0.0001,0.01,10060.3457,1.4803,9.835,9.835,98.3283,-197.9697,1.0,1.0,1.0,-1370.9849,9.8604,0.0001,7.0
1458.4832,3413.7898,3416950.75,nan,9.1462,9.1462,0.3456,14.799,145.0943,3.0,0.0,44.4366,9.0894,9.4984,1458.4832,0.6147,1.9143,nan,0.0,0.0001,0.01,11210.4688,1.6251,6.9153,6.9153,47.8219,-197.967,1.0,1.0,1.0,-1371.1132,23.864,0.0001,7.0
1458.5072,3482.5266,3482526.5,nan,9.1502,9.1502,0.3699,13.8797,144.711,3.0,0.0,45.9547,8.6356,9.0243,1458.5072,0.6135,2.0082,nan,0.0,0.0001,0.01,11425.6123,1.6534,6.6238,6.6238,44.3296,-197.9665,1.0,1.0,1.0,-1371.1372,27.246,0.0001,7.0
1458.6356,3891.5684,3889050.75,nan,9.1716,9.1716,0.6187,8.9617,141.3765,3.0,0.0,54.0762,6.2074,6.4879,1458.6356,0.607,2.4899,nan,0.0,0.0001,0.01,12759.3525,1.805,5.0642,5.0642,25.6457,-197.9575,1.0,1.0,1.0,-1371.2656,45.34,0.0001,7.0
1458.6597,3965.3533,3965353.25,nan,9.1765,9.1765,0.6654,8.5099,140.7506,3.0,0.0,55.0958,5.9694,6.2389,1458.6597,0.6009,2.5803,nan,0.0,0.0004,0.01,13009.6885,1.8311,4.9078,4.9078,24.2167,-197.9558,1.0,1.0,1.0,-1371.2897,48.3685,0.0004,7.0
1458.788,4406.8765,4402130.5,nan,9.2023,9.2023,0.7133,6.1046,136.2523,3.0,0.0,60.5235,4.7026,4.9133,1458.788,0.5682,3.0189,nan,0.0,0.0017,0.01,14442.6865,1.97,4.0754,4.0754,16.6088,-197.9484,1.0,1.0,1.0,-1371.418,64.491,0.0017,7.0
1458.812,4483.835,4483835.0,nan,9.2049,9.2049,0.7223,5.9144,135.4108,3.0,0.0,60.9494,4.5733,4.7749,1458.812,0.5636,3.101,nan,0.0009,0.0043,0.0112,14710.7451,1.992,3.9759,3.9759,15.8607,-197.947,1.0,1.0,1.0,-1371.442,66.3682,0.0043,7.0
1458.9404,4936.2378,4931211.5,nan,9.2184,9.2184,0.8766,4.897,130.276,3.0,0.0,63.2277,3.8815,4.0343,1458.9404,0.5389,3.5163,nan,0.0056,0.0179,0.0179,16178.5137,2.1098,3.4436,3.4436,11.8584,-197.947,1.0,1.0,1.0,-1371.5704,76.411,0.0179,7.0
1458.9644,5014.8325,5014833.0,nan,9.2212,9.2212,0.9055,4.825,129.3162,3.0,0.0,63.4015,3.7891,3.9348,1458.9644,0.537,3.5939,nan,0.0048,0.02,0.02,16452.8633,2.1276,3.3676,3.3676,11.3718,-197.947,1.0,1.0,1.0,-1371.5944,77.1551,0.02,8.0
1459.0928,5441.2383,5440269.0,nan,9.2363,9.2363,0.9478,4.4394,124.5172,0.0,0.0,64.3311,3.2947,3.4024,1459.0928,0.527,3.9826,nan,0.0005,0.0312,0.0312,17848.6504,2.2229,2.9612,2.9612,8.7687,-197.947,1.0,1.0,1.0,-1371.7228,81.136,0.0312,8.0
1459.1168,5519.7896,5519789.5,nan,9.2371,9.2371,0.9557,4.3697,123.6202,0.0,0.0,64.3067,3.224,3.328,1459.1168,0.5271,4.0552,nan,0.0035,0.0301,0.0301,18109.5449,2.2387,2.9074,2.9074,8.4682,-197.947,1.0,1.0,1.0,-1371.7468,81.4814,0.0301,8.0
1459.2452,5903.1943,5908189.0,nan,9.2413,9.2413,0.8815,3.9971,119.9684,0.0,0.0,64.176,2.8453,2.9296,1459.2452,0.5279,4.4517,nan,0.0194,0.0243,0.0243,19383.8223,2.3235,2.6193,2.6193,6.8607,-197.947,1.0,1.0,1.0,-1371.8752,83.329,0.0243,8.0
1459.2692,5980.7871,5980787.0,nan,9.2381,9.2381,0.8676,3.9352,119.2858,0.0,0.0,63.9204,2.7964,2.8798,1459.2692,0.5285,4.5258,nan,0.0242,0.0238,0.0238,19622.0039,2.3406,2.5953,2.5953,6.7384,-197.947,1.0,1.0,1.0,-1371.8992,82.8268,0.0238,8.0
1459.3976,6375.2446,6381995.5,nan,9.2206,9.2206,0.8332,3.604,116.291,0.0,0.0,62.5527,2.5348,2.6136,1459.3976,0.5314,4.9407,nan,0.0499,0.0207,0.0207,20938.3047,2.4324,2.4667,2.4667,6.0844,-197.9411,1.0,1.0,1.0,-1372.0276,80.14,0.0207,8.0
1459.4216,6456.9878,6456987.5,nan,9.2014,9.2014,0.8268,3.5485,115.7312,0.0,0.0,62.1962,2.5197,2.5997,1459.4216,0.5279,5.0182,nan,0.0883,0.0217,0.0217,21184.3418,2.4517,2.4803,2.4803,6.153,-197.94,1.0,1.0,1.0,-1372.0516,78.6044,0.0217,8.0
1459.55,6966.9644,6966361.5,nan,9.0984,9.0984,0.7257,3.2513,111.7839,0.0,0.0,60.2889,2.4388,2.5255,1459.55,0.5088,5.3708,nan,0.2935,0.0269,0.0269,22855.5156,2.5551,2.5535,2.5535,6.5203,-197.9444,1.0,1.0,1.0,-1372.1801,70.389,0.0269,8.0
1459.574,7061.5713,7061571.5,nan,9.1018,9.1018,0.7068,3.256,111.0461,0.0,0.0,60.0499,2.4636,2.5512,1459.574,0.5022,5.4367,nan,0.4209,0.028,0.028,23167.8848,2.5727,2.5966,2.5966,6.7521,-197.9452,1.0,1.0,1.0,-1372.204,69.226,0.028,8.0
1459.7024,7695.3276,7685811.5,nan,9.1202,9.1202,0.5553,3.2811,105.631,0.0,0.0,58.7711,2.5958,2.6886,1459.7024,0.467,5.6939,nan,1.1028,0.0336,0.0336,25215.916,2.6669,2.8271,2.8271,7.9926,-197.9497,1.0,1.0,1.0,-1372.3324,63.004,0.0336,8.0
1459.7264,7802.4922,7802492.0,nan,9.1249,9.1249,0.527,3.412,104.6188,0.0,0.0,58.6782,2.6485,2.7427,1459.7264,0.4654,5.742,nan,1.2177,0.0339,0.0339,25598.7266,2.6781,2.8606,2.8606,8.1893,-197.9505,1.0,1.0,1.0,-1372.3564,62.7265,0.0339,8.0
1459.8548,8295.335,8272005.0,nan,9.1504,9.1504,0.4344,4.1121,100.6104,0.0,0.0,58.181,2.9307,3.0318,1459.8547,0.4567,5.8171,nan,1.8325,0.0352,0.0352,27139.125,2.7382,3.04,3.04,9.2414,-197.9585,1.0,1.0,1.0,-1372.4847,61.242,0.0352,8.0
1459.8788,8359.7646,8359764.5,nan,9.1535,9.1535,0.4171,4.3405,99.8612,0.0,0.0,58.1627,2.9553,3.0633,1459.8788,0.4571,5.8311,nan,1.7933,0.0349,0.0349,27427.0488,2.7389,3.0291,3.0291,9.1762,-197.96,1.0,1.0,1.0,-1372.5088,61.617,0.0349,8.0
1460.0072,8316.6416,8298262.5,nan,9.1702,9.1702,0.4126,5.5621,100.5198,0.0,0.0,58.0647,3.0867,3.2316,1460.0072,0.4592,5.7144,nan,1.5833,0.0331,0.0331,27225.2715,2.7427,2.9711,2.9711,8.8277,-197.96,1.0,1.0,1.0,-1372.6372,63.623,0.0331,8.0
1460.0312,8286.7666,8286767.0,nan,9.1793,9.1793,0.4117,5.552,100.6429,0.0,0.0,58.0966,3.0595,3.2115,1460.0311,0.4607,5.6926,nan,1.484,0.0326,0.0326,27187.5566,2.7362,2.9355,2.9355,8.6238,-197.96,1.0,1.0,1.0,-1372.6611,64.1882,0.0326,8.0
1460.1596,7863.1089,7869104.5,nan,9.2279,9.2279,0.4683,5.4978,104.7163,0.0,0.0,58.2674,2.9138,3.1038,1460.1595,0.4688,5.6,nan,0.9526,0.0298,0.0298,25817.2715,2.7014,2.7447,2.7447,7.5333,-197.9508,1.0,1.0,1.0,-1372.7896,67.212,0.0298,8.0
1460.1836,7791.0366,7791036.5,nan,9.2436,9.2436,0.4789,5.3245,105.4777,0.0,0.0,58.0708,2.8767,3.0675,1460.1836,0.4705,5.5827,nan,0.9074,0.0296,0.0296,25561.1426,2.6961,2.719,2.719,7.3964,-197.9491,1.0,1.0,1.0,-1372.8136,67.4849,0.0296,8.0
1460.312,7440.144,7446359.5,nan,9.3272,9.3272,0.5406,4.3975,109.2908,0.0,0.0,57.019,2.6778,2.8737,1460.312,0.4796,5.6437,nan,0.6658,0.0282,0.0282,24430.3125,2.6678,2.5815,2.5815,6.6643,-197.943,1.0,1.0,1.0,-1372.942,68.945,0.0282,8.0
1460.3361,7381.6655,7381665.5,nan,9.3498,9.3498,0.5522,4.2704,110.0065,0.0,0.0,56.5601,2.6578,2.8514,1460.3361,0.4787,5.6551,nan,0.6388,0.028,0.028,24218.0625,2.6641,2.5707,2.5707,6.6093,-197.9419,1.0,1.0,1.0,-1372.9661,69.1988,0.028,8.0
1460.4644,7241.8311,7246828.5,nan,9.4698,9.4698,0.6131,3.5938,111.316,0.0,0.0,54.1171,2.5508,2.7328,1460.4644,0.4742,5.8776,nan,0.4948,0.0268,0.0268,23775.6836,2.6448,2.5133,2.5133,6.3164,-197.9449,1.0,1.0,1.0,-1373.0944,70.55,0.0268,8.0
1460.4884,7221.606,7221605.5,nan,9.4423,9.4423,0.6245,3.6432,111.561,0.0,0.0,53.8154,2.544,2.7227,1460.4884,0.4765,5.9192,nan,0.4623,0.0261,0.0261,23692.9316,2.6432,2.5038,2.5038,6.2695,-197.9454,1.0,1.0,1.0,-1373.1184,71.242,0.0261,8.0
1460.6168,7273.0352,7264871.5,nan,9.2954,9.2954,0.637,3.9079,110.4173,0.0,0.0,52.2018,2.5074,2.6684,1460.6168,0.489,6.2298,nan,0.2884,0.0228,0.0228,23834.8809,2.6347,2.4532,2.4532,6.0184,-197.9577,1.0,1.0,1.0,-1373.2468,74.944,0.0228,8.0
1460.6409,7272.9927,7272992.5,nan,9.2412,9.2412,0.6393,4.0968,110.2026,0.0,0.0,52.1568,2.4964,2.6552,1460.6409,0.4937,6.2881,nan,0.2603,0.022,0.022,23861.5234,2.6296,2.4344,2.4344,5.9282,-197.96,1.0,1.0,1.0,-1373.2709,75.9403,0.022,8.0
1460.7692,7236.3071,7222994.0,nan,8.9526,8.9526,0.6381,5.1023,109.6092,0.0,0.0,51.9174,2.4375,2.5848,1460.7692,0.5189,6.4633,nan,0.1107,0.0177,0.0177,23697.4863,2.6023,2.3342,2.3342,5.4483,-197.9655,1.0,1.0,1.0,-1373.3992,81.244,0.0177,8.0
1460.7932,7213.6411,7213641.0,nan,8.95,8.95,0.6379,5.0944,109.4982,0.0,0.0,52.2047,2.4148,2.5629,1460.7932,0.5228,6.4961,nan,0.1015,0.0174,0.0174,23666.8008,2.5915,2.312,2.312,5.3478,-197.9665,1.0,1.0,1.0,-1373.4232,81.9232,0.0174,8.0
1460.9216,6980.813,6991259.0,nan,8.9363,8.9363,0.6937,5.0522,110.6326,0.0,0.0,53.7416,2.2933,2.446,1460.9216,0.5441,6.4592,nan,0.0522,0.0161,0.0161,22937.2012,2.5338,2.1932,2.1932,4.8103,-197.9501,1.0,1.0,1.0,-1373.5516,85.557,0.0161,8.0
1460.9456,6949.6924,6949692.5,nan,8.9296,8.9296,0.7041,4.845,110.8446,0.0,0.0,54.3711,2.2712,2.4258,1460.9456,0.5434,6.4523,nan,0.0558,0.0168,0.0168,22800.8281,2.5273,2.1818,2.1818,4.761,-197.9471,1.0,1.0,1.0,-1373.5756,85.0101,0.0168,8.0
1461.074,6805.2886,6828369.0,nan,8.8942,8.8942,0.8266,3.7367,111.6484,0.0,0.0,57.7389,2.1531,2.3179,1461.074,0.5397,6.3722,nan,0.0747,0.0206,0.0206,22402.7871,2.4928,2.1207,2.1207,4.4972,-197.9353,1.0,1.0,1.0,-1373.704,82.084,0.0206,8.0
1461.098,6805.6924,6805692.0,nan,8.8915,8.8915,0.8495,3.5688,111.7986,0.0,0.0,58.1284,2.1459,2.3126,1461.098,0.5342,6.3572,nan,0.0886,0.0213,0.0213,22328.3867,2.4963,2.1287,2.1287,4.5316,-197.9331,1.0,1.0,1.0,-1373.728,80.8599,0.0213,8.0
1461.2264,6857.1187,6881881.0,nan,8.8773,8.8773,0.8919,2.6706,111.793,0.0,0.0,60.2123,2.1072,2.2843,1461.2264,0.5047,6.3898,nan,0.163,0.0252,0.0252,22578.3496,2.515,2.1715,2.1715,4.7155,-197.9335,1.0,1.0,1.0,-1373.8564,74.311,0.0252,8.0
1461.2504,6896.1221,6896122.0,nan,8.8741,8.8741,0.8998,2.6355,111.792,0.0,0.0,59.988,2.1194,2.2994,1461.2504,0.5002,6.3959,nan,0.2127,0.0258,0.0258,22625.0723,2.5293,2.2087,2.2087,4.8858,-197.9336,1.0,1.0,1.0,-1373.8804,73.2975,0.0258,8.0
