DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1558.2898,2612.0898,2612089.75,nan,9.7065,9.7065,145.957,3.0,nan,10.6815,18.1081,26.7811,248.1954,1558.2898,0.7627,nan,1.5731,0.0001,0.01,8569.8486,1.2508,18.1081,332.6891,20.4243,1.0,1.0,-1486.6997,0.0,0.0001,21.0
1558.3992,2739.7373,2757826.75,nan,9.7045,9.7045,143.272,3.0,nan,10.8908,14.6186,20.3924,260.3204,1558.3992,0.7239,nan,1.5928,0.0001,0.01,9047.9883,1.2878,14.6186,213.7026,20.9034,1.0,1.0,-1486.8092,0.0,0.0001,21.0
1558.4422,2815.1091,2815109.25,nan,9.7091,9.7091,142.2166,3.0,nan,11.3401,13.66,18.3859,256.9273,1558.4421,0.7148,nan,1.6005,0.0001,0.01,9235.9229,1.3135,13.66,188.9325,21.082,1.0,1.0,-1486.8522,0.0,0.0001,21.0
1558.5516,3032.7485,3058605.75,nan,9.7208,9.7208,138.5774,3.0,nan,12.4832,11.2211,13.2808,248.2945,1558.5516,0.6916,nan,1.6202,0.0001,0.01,10034.7959,1.3788,11.2211,125.9126,21.5362,1.0,1.0,-1486.9615,0.0,0.0001,21.0
1558.5946,3154.3127,3154312.75,nan,9.7297,9.7297,137.147,3.0,nan,13.9018,10.5987,12.0503,242.039,1558.5946,0.6858,nan,1.628,0.0001,0.01,10348.7959,1.4193,10.5987,113.3173,21.6835,1.0,1.0,-1487.0045,0.0,0.0001,21.0
1558.704,3501.7795,3531009.75,nan,9.7524,9.7524,132.4997,3.0,nan,17.511,9.0151,8.9198,226.1239,1558.704,0.671,nan,1.6477,0.0001,0.01,11584.6777,1.5223,9.0151,81.2726,22.0585,1.0,1.0,-1487.114,0.0,0.0001,21.0
1558.747,3679.0718,3679071.75,nan,9.7571,9.7571,130.6731,3.0,nan,20.7252,8.6151,8.2607,200.899,1558.7469,0.664,nan,1.6554,0.0001,0.01,12070.4453,1.5773,8.6151,74.6271,22.1573,1.0,1.0,-1487.157,0.0,0.0001,21.0
1558.8564,4160.4185,4179837.25,nan,9.7693,9.7693,125.8104,3.0,nan,28.9025,7.5974,6.5838,136.7223,1558.8564,0.6462,nan,1.6751,0.0001,0.01,13713.377,1.7173,7.5974,57.7199,22.4087,1.0,1.0,-1487.2664,0.0,0.0001,21.0
1558.8994,4376.6646,4376664.5,nan,9.7706,9.7706,123.8991,3.0,nan,33.4847,7.3283,6.2538,108.8244,1558.8994,0.6369,nan,1.6829,0.0001,0.01,14359.1357,1.7791,7.3283,53.888,22.4494,1.0,1.0,-1487.3093,0.0,0.0001,21.0
1559.0088,4939.0981,4937451.5,nan,9.7737,9.7737,119.4954,3.0,nan,45.1427,6.6437,5.4141,37.8467,1559.0088,0.6132,nan,1.7026,0.0001,0.01,16198.9883,1.9363,6.6437,44.139,22.553,1.0,1.0,-1487.4188,0.0,0.0001,21.0
1559.0518,5157.8706,5157870.5,nan,9.7717,9.7717,117.7645,3.0,nan,49.7334,6.4476,5.2621,29.3822,1559.0518,0.6041,nan,1.7103,0.0001,0.01,16922.1484,1.9928,6.4476,41.6695,22.5383,1.0,1.0,-1487.4618,0.0,0.0001,21.0
1559.1612,5684.6611,5661274.5,nan,9.7668,9.7668,114.5559,3.0,nan,61.413,5.9487,4.8754,7.8468,1559.1611,0.5809,nan,1.73,0.0001,0.01,18573.7344,2.1365,5.9487,35.3866,22.5009,1.0,1.0,-1487.5712,0.0,0.0001,21.0
1559.2042,5859.1392,5859139.0,nan,9.7615,9.7615,113.2947,3.0,nan,64.4168,5.802,4.8155,7.4568,1559.2041,0.5746,nan,1.7378,0.0015,0.01,19222.8965,2.1779,5.802,33.7184,22.4392,0.9953,0.9953,-1487.6141,0.4814,0.0014,21.0
1559.3136,6247.1216,6215291.0,nan,9.7478,9.7478,111.3891,3.0,nan,72.059,5.429,4.663,6.4647,1559.3136,0.5585,nan,1.7575,0.0049,0.01,20391.377,2.283,5.429,29.4741,22.2821,0.9834,0.9834,-1487.7236,1.706,0.0048,21.0
1559.3567,6355.6035,6355603.5,nan,9.7389,9.7389,110.6384,3.0,nan,72.7864,5.3305,4.6443,6.6389,1559.3567,0.5552,nan,1.7653,0.0295,0.0331,20851.7188,2.307,5.3305,28.4386,22.1994,0.8979,0.8979,-1487.7667,10.6252,0.0211,21.0
1559.466,6590.0283,6567404.0,nan,9.7162,9.7162,109.5166,3.0,nan,74.631,5.0806,4.597,7.0806,1559.4659,0.5471,nan,1.7849,0.0918,0.0918,21546.6016,2.3678,5.0806,25.8126,21.9895,0.6809,0.6809,-1487.876,33.244,0.0625,21.0
1559.509,6650.729,6650729.0,nan,9.712,9.712,109.0753,3.0,nan,73.8457,5.0331,4.5978,7.2771,1559.5089,0.5447,nan,1.7927,0.0947,0.0947,21819.9766,2.38,5.0331,25.3382,21.9045,0.6603,0.6603,-1487.9189,37.8211,0.0624,21.0
1559.6184,6816.9385,6811416.5,nan,9.7013,9.7013,107.8015,3.0,nan,71.8478,4.9124,4.5997,7.7771,1559.6184,0.5385,nan,1.8124,0.1022,0.1022,22347.166,2.411,4.9124,24.1314,21.6884,0.6078,0.6078,-1488.0284,49.466,0.0621,22.0
1559.6615,6874.7217,6874722.0,nan,9.7002,9.7002,107.2996,3.0,nan,70.8345,4.9098,4.6219,7.8478,1559.6615,0.537,nan,1.5288,0.0935,0.0935,22554.8613,2.4201,4.9098,24.106,21.6228,0.6887,0.6887,-1488.0715,51.0234,0.0627,22.0
1559.7708,7094.8745,7100159.0,nan,9.6973,9.6973,104.9635,3.0,nan,68.2647,4.9032,4.6782,8.0272,1559.7708,0.5331,nan,0.8097,0.0717,0.0717,23294.4863,2.4432,4.9032,24.0417,21.4564,0.8938,0.8938,-1488.1808,54.973,0.0641,22.0
1559.8138,7188.8486,7188849.0,nan,9.6971,9.6971,104.0444,0.0,nan,67.605,4.9249,4.7275,8.0474,1559.8137,0.5343,nan,0.6295,0.0628,0.0628,23585.4629,2.4539,4.9249,24.2557,21.4302,0.9237,0.9237,-1488.2238,56.7745,0.0573,22.0
1559.9232,7497.313,7501094.0,nan,9.6965,9.6965,100.8689,0.0,nan,65.9268,4.98,4.8531,8.0988,1559.9232,0.5375,nan,0.171,0.0402,0.0402,24609.8887,2.4811,4.98,24.8003,21.3635,1.0,1.0,-1488.3331,61.358,0.0402,22.0
1559.9663,7624.1084,7624108.5,nan,9.6982,9.6982,99.6178,0.0,nan,65.3174,4.9931,4.9169,8.4215,1559.9663,0.5419,nan,0.1232,0.0313,0.0316,25013.4785,2.4918,4.9931,24.9318,21.3943,1.0,1.0,-1488.3762,63.6142,0.0313,22.0
1560.0756,7939.9795,7931348.0,nan,9.7025,9.7025,96.6933,0.0,nan,63.772,5.0265,5.0785,9.2397,1560.0756,0.553,nan,0.0018,0.0089,0.01,26021.4824,2.5188,5.0265,25.2652,21.4725,1.0,1.0,-1488.4856,69.336,0.0089,22.0
1560.1186,8052.2202,8052220.0,nan,9.7031,9.7031,95.5427,0.0,nan,62.7187,5.0051,5.1151,9.5305,1560.1185,0.5572,nan,0.0013,0.0065,0.01,26418.0449,2.5241,5.0051,25.0517,21.5646,1.0,1.0,-1488.5286,70.2787,0.0065,22.0
1560.228,8181.2935,8159580.5,nan,9.7048,9.7048,94.5293,0.0,nan,60.0389,4.9506,5.2084,10.2704,1560.228,0.5681,nan,0.0,0.0004,0.01,26770.2773,2.5373,4.9506,24.5086,21.7988,1.0,1.0,-1488.6379,72.677,0.0004,22.0
1560.271,8201.7793,8201779.0,nan,9.7031,9.7031,94.131,0.0,nan,58.5618,4.8938,5.1761,10.2585,1560.271,0.5674,nan,0.0002,0.0024,0.01,26908.7227,2.5329,4.8938,23.9579,21.9397,1.0,1.0,-1488.6809,72.3269,0.0024,22.0
1560.3804,7993.7529,7974315.0,nan,9.6988,9.6988,96.1572,0.0,nan,54.8036,4.7494,5.0937,10.2282,1560.3804,0.5655,nan,0.0007,0.0073,0.01,26162.4492,2.5218,4.7494,22.5568,22.2981,1.0,1.0,-1488.7904,71.436,0.0073,22.0
1560.4234,7884.9097,7884909.5,nan,9.6977,9.6977,96.9536,0.0,nan,54.1001,4.6775,4.9938,10.0832,1560.4233,0.5592,nan,0.0213,0.0157,0.0176,25869.125,2.5081,4.6775,21.8922,22.4706,0.996,0.996,-1488.8334,69.6562,0.0155,22.0
1560.5328,7446.3003,7444635.0,nan,9.6947,9.6947,101.2341,0.0,nan,52.3104,4.4946,4.7397,9.7143,1560.5328,0.5429,nan,0.0738,0.0369,0.0369,24424.6543,2.4732,4.4946,20.2013,22.9093,0.986,0.986,-1488.9427,65.128,0.0363,22.0
1560.5758,7271.5835,7271583.5,nan,9.6983,9.6983,102.9165,0.0,nan,52.6015,4.4265,4.6156,9.4891,1560.5758,0.5368,nan,0.2147,0.0489,0.0489,23856.9004,2.4553,4.4265,19.6055,23.0982,0.913,0.913,-1488.9857,62.9173,0.0424,22.0
1560.6852,6785.1187,6799626.0,nan,9.7074,9.7074,108.2504,0.0,nan,53.342,4.2532,4.2998,8.9163,1560.6852,0.5214,nan,0.5732,0.0796,0.0796,22308.4824,2.4097,4.2532,18.0895,23.579,0.7272,0.7272,-1489.0952,57.293,0.0579,22.0
1560.7282,6614.1216,6614121.5,nan,9.7099,9.7099,110.3469,0.0,nan,54.5032,4.1936,4.192,8.3829,1560.7281,0.5222,nan,0.6384,0.0908,0.0908,21699.873,2.3945,4.1936,17.5949,23.7681,0.6979,0.6979,-1489.1382,55.516,0.0625,22.0
1560.8376,6237.9688,6257505.5,nan,9.7162,9.7162,115.1068,0.0,nan,57.4575,4.0419,3.9178,7.0259,1560.8376,0.5243,nan,0.8042,0.1191,0.1191,20529.873,2.3558,4.0419,16.3366,24.2493,0.6232,0.6232,-1489.2476,50.995,0.0743,22.0
1560.8806,6117.3364,6117336.5,nan,9.721,9.721,116.9777,0.0,nan,58.4819,3.9852,3.8401,6.537,1560.8806,0.5326,nan,0.5778,0.1011,0.1011,20070.002,2.3477,3.9852,15.8897,24.4235,0.6993,0.6993,-1489.2905,55.0758,0.0672,22.0
1560.99,5921.7935,5937846.5,nan,9.733,9.733,119.7918,0.0,nan,61.0881,3.8409,3.6424,5.2931,1560.99,0.5539,nan,0.0017,0.0551,0.0551,19481.123,2.3274,3.8409,14.7527,24.8667,0.8928,0.8928,-1489.4,65.458,0.0492,22.0
1561.0331,5867.1333,5867133.5,nan,9.7478,9.7478,120.9005,0.0,nan,61.118,3.7826,3.5879,5.1234,1561.0331,0.5655,nan,0.002,0.0458,0.0458,19249.125,2.3272,3.7826,14.3165,25.0142,0.9231,0.9231,-1489.4431,68.3503,0.0416,22.0
1561.1424,5876.1914,5887480.5,nan,9.7852,9.7852,120.6955,0.0,nan,61.1936,3.6346,3.4497,4.6931,1561.1423,0.595,nan,0.0028,0.0221,0.0221,19315.8809,2.3269,3.6346,13.2105,25.3883,1.0,1.0,-1489.5524,75.685,0.0221,22.0
1561.1854,5895.4854,5895485.0,nan,9.7964,9.7964,120.6149,0.0,nan,60.0616,3.5762,3.4076,4.6754,1561.1853,0.6033,nan,0.0036,0.0212,0.0212,19342.1426,2.333,3.5762,12.7982,25.5144,1.0,1.0,-1489.5953,76.7075,0.0212,22.0
1561.2948,6058.0342,6064744.0,nan,9.8249,9.8249,118.1569,0.0,nan,57.1815,3.4277,3.3008,4.6301,1561.2948,0.6244,nan,0.0055,0.0188,0.0188,19897.4531,2.3484,3.4277,11.7492,25.8352,1.0,1.0,-1489.7048,79.309,0.0188,22.0
1561.3379,6131.4263,6131426.5,nan,9.8273,9.8273,117.1885,0.0,nan,55.9926,3.3754,3.2635,4.6455,1561.3379,0.6259,nan,0.0056,0.0188,0.0188,20116.2285,2.3574,3.3754,11.4006,25.9383,1.0,1.0,-1489.7479,79.3613,0.0188,22.0
1561.4472,6355.7881,6355731.0,nan,9.8332,9.8332,114.1427,0.0,nan,52.9775,3.2429,3.169,4.6844,1561.4471,0.6296,nan,0.006,0.0186,0.0186,20852.1348,2.3801,3.2429,10.5164,26.1998,1.0,1.0,-1489.8572,79.494,0.0186,22.0
1561.4902,6443.9751,6443975.5,nan,9.8327,9.8327,112.9444,0.0,nan,51.9751,3.2026,3.134,4.6541,1561.4901,0.6263,nan,0.0059,0.0191,0.0191,21141.6504,2.3878,3.2026,10.2608,26.2836,1.0,1.0,-1489.9001,78.9407,0.0191,22.0
1561.5996,6576.6704,6567274.5,nan,9.8315,9.8315,111.5725,0.0,nan,49.4248,3.1001,3.045,4.5769,1561.5996,0.6178,nan,0.0057,0.0204,0.0204,21546.1758,2.4074,3.1001,9.6106,26.497,1.0,1.0,-1490.0096,77.533,0.0204,22.0
1561.6427,6615.8501,6615850.5,nan,9.8295,9.8295,111.032,0.0,nan,48.815,3.0734,3.013,4.5128,1561.6427,0.6139,nan,0.0055,0.0209,0.0209,21705.5449,2.41,3.0734,9.4476,26.5685,1.0,1.0,-1490.0527,77.0217,0.0209,22.0
1561.752,6508.9453,6498991.5,nan,9.8243,9.8243,113.1656,0.0,nan,47.2687,3.0057,2.9318,4.3501,1561.752,0.6039,nan,0.005,0.0221,0.0221,21322.1523,2.4166,3.0057,9.0344,26.75,1.0,1.0,-1490.162,75.725,0.0221,22.0
1561.795,6453.0181,6453018.0,nan,9.815,9.815,114.005,0.0,nan,47.3778,2.9911,2.9059,4.2701,1561.7949,0.6023,nan,0.0051,0.0222,0.0222,21171.3203,2.4136,2.9911,8.9475,26.8163,1.0,1.0,-1490.205,75.6217,0.0222,22.0
1561.9044,6212.3335,6211677.0,nan,9.7914,9.7914,118.0482,0.0,nan,47.6555,2.9541,2.84,4.0665,1561.9044,0.5983,nan,0.0054,0.0224,0.0224,20379.5176,2.406,2.9541,8.7266,26.9848,1.0,1.0,-1490.3143,75.359,0.0224,22.0
1561.9475,6116.5967,6116596.5,nan,9.7864,9.7864,119.6411,0.0,nan,48.2737,2.9482,2.8237,3.991,1561.9475,0.5995,nan,0.0057,0.0221,0.0221,20067.5742,2.4009,2.9482,8.692,27.0568,1.0,1.0,-1490.3574,75.6376,0.0221,22.0
1562.0568,5960.3159,5968481.0,nan,9.7735,9.7735,122.115,0.0,nan,49.8415,2.9333,2.7823,3.7995,1562.0568,0.6025,nan,0.0067,0.0215,0.0215,19581.6309,2.3879,2.9333,8.6042,27.2393,1.0,1.0,-1490.4668,76.344,0.0215,22.0
1562.0998,5910.2109,5910210.5,nan,9.7735,9.7735,123.0883,0.0,nan,50.6619,2.9302,2.7795,3.7326,1562.0997,0.6051,nan,0.007,0.0212,0.0212,19390.4551,2.3867,2.9302,8.5858,27.3184,1.0,1.0,-1490.5098,76.6995,0.0212,22.0
1562.2092,5943.9824,5959857.5,nan,9.7734,9.7734,122.2321,0.0,nan,52.749,2.9221,2.7725,3.5623,1562.2092,0.6118,nan,0.0077,0.0204,0.0204,19553.3398,2.3837,2.9221,8.5389,27.5196,1.0,1.0,-1490.6191,77.604,0.0204,22.0
1562.2522,5979.3716,5979371.5,nan,9.7748,9.7748,121.8956,0.0,nan,53.4076,2.9159,2.782,3.5536,1562.2522,0.6137,nan,0.0075,0.0203,0.0203,19617.3613,2.3913,2.9159,8.5026,27.6027,1.0,1.0,-1490.6621,77.6824,0.0203,22.0
1562.3616,6245.3447,6268443.5,nan,9.7782,9.7782,117.6468,0.0,nan,55.0833,2.9,2.8062,3.5313,1562.3616,0.6185,nan,0.0072,0.0201,0.0201,20565.7598,2.4106,2.9,8.4102,27.8143,1.0,1.0,-1490.7716,77.882,0.0201,22.0
1562.4046,6382.064,6382064.0,nan,9.7793,9.7793,115.9768,0.0,nan,55.298,2.8868,2.8193,3.5655,1562.4045,0.6175,nan,0.0063,0.0202,0.0202,20938.5293,2.4284,2.8868,8.3341,27.9031,1.0,1.0,-1490.8146,77.7505,0.0202,22.0
1562.514,6831.3564,6852655.0,nan,9.782,9.782,110.3701,0.0,nan,55.8444,2.8532,2.8528,3.6526,1562.514,0.6149,nan,0.0041,0.0205,0.0205,22482.4648,2.4737,2.8532,8.1406,28.1289,1.0,1.0,-1490.924,77.416,0.0205,22.0
1562.557,7037.6226,7037622.5,nan,9.7812,9.7812,108.1664,0.0,nan,55.7801,2.8329,2.8561,3.685,1562.557,0.6105,nan,0.0031,0.0206,0.0206,23089.3125,2.4975,2.8329,8.0263,28.2209,1.0,1.0,-1490.9669,77.291,0.0206,22.0
1562.6664,7429.9316,7427429.5,nan,9.7789,9.7789,104.94,0.0,nan,55.6165,2.7813,2.8646,3.7676,1562.6664,0.5995,nan,0.0005,0.0209,0.0209,24368.2051,2.5581,2.7813,7.7356,28.4547,1.0,1.0,-1491.0764,76.973,0.0209,22.0
1562.7094,7580.644,7580644.0,nan,9.7772,9.7772,103.6718,0.0,nan,55.6735,2.7586,2.8472,3.8133,1562.7094,0.5943,nan,0.0005,0.0211,0.0211,24870.8789,2.5784,2.7586,7.6111,28.5392,1.0,1.0,-1491.1194,76.8192,0.0211,22.0
1562.8188,7744.2266,7716879.0,nan,9.7727,9.7727,103.5195,0.0,nan,55.8185,2.7008,2.8028,3.9297,1562.8188,0.5813,nan,0.0004,0.0214,0.0214,25317.8438,2.6302,2.7008,7.2944,28.754,1.0,1.0,-1491.2288,76.428,0.0214,22.0
1562.8618,7770.4263,7770426.5,nan,9.7689,9.7689,103.4597,0.0,nan,56.2935,2.6813,2.766,3.9071,1562.8618,0.5781,nan,0.0007,0.0216,0.0216,25493.5254,2.6376,2.6813,7.1903,28.8282,1.0,1.0,-1491.2717,76.2923,0.0216,22.0
1562.9712,7660.7021,7626690.0,nan,9.7591,9.7591,105.6879,0.0,nan,57.5022,2.6316,2.6725,3.8494,1562.9712,0.5701,nan,0.0016,0.0219,0.0219,25021.9492,2.6563,2.6316,6.9254,29.0168,1.0,1.0,-1491.3812,75.947,0.0219,22.0
1563.0143,7570.0625,7570062.5,nan,9.7552,9.7552,106.5657,0.0,nan,58.7098,2.617,2.6303,3.776,1563.0143,0.5694,nan,0.0013,0.0218,0.0218,24836.1641,2.6467,2.617,6.8491,29.0813,1.0,1.0,-1491.4243,75.8503,0.0218,22.0
1563.1236,7255.2227,7233347.5,nan,9.7454,9.7454,110.1645,0.0,nan,61.7724,2.5799,2.5231,3.5898,1563.1235,0.5676,nan,0.0007,0.0218,0.0218,23731.4551,2.6223,2.5799,6.6558,29.2448,1.0,1.0,-1491.5336,75.605,0.0218,22.0
1563.1666,7100.8799,7100879.5,nan,9.7417,9.7417,111.5803,0.0,nan,63.3967,2.57,2.4891,3.5183,1563.1665,0.5683,nan,0.0005,0.0197,0.0197,23296.8496,2.5995,2.57,6.6053,29.2955,1.0,1.0,-1491.5765,75.6143,0.0197,22.0
1563.276,6741.0308,6739361.5,nan,9.7324,9.7324,114.9137,0.0,nan,67.5291,2.545,2.4028,3.3364,1563.276,0.57,nan,0.0,0.0144,0.0144,22110.7656,2.5415,2.545,6.4768,29.4244,1.0,1.0,-1491.686,75.638,0.0144,22.0
1563.3191,6596.9351,6596935.0,nan,9.7299,9.7299,116.227,0.0,nan,68.8947,2.5389,2.3835,3.2791,1563.3191,0.5707,nan,0.0002,0.0139,0.0139,21643.4863,2.5156,2.5389,6.4462,29.4622,1.0,1.0,-1491.7291,75.4217,0.0139,22.0
1563.4284,6318.8667,6334963.0,nan,9.7234,9.7234,118.1732,0.0,nan,72.3578,2.5236,2.3346,3.1337,1563.4283,0.5722,nan,0.0005,0.0124,0.0124,20784.0,2.4499,2.5236,6.3687,29.558,1.0,1.0,-1491.8384,74.873,0.0124,22.0
1563.4714,6231.9004,6231900.0,nan,9.7208,9.7208,118.9388,0.0,nan,73.0573,2.5209,2.331,3.0671,1563.4713,0.5734,nan,0.0019,0.0147,0.0147,20445.8672,2.4318,2.5209,6.3551,29.5899,1.0,1.0,-1491.8813,74.6337,0.0147,22.0
1563.5808,6058.4473,6083764.0,nan,9.7141,9.7141,120.0319,0.0,nan,74.8369,2.5141,2.3218,2.8977,1563.5808,0.5765,nan,0.0056,0.0207,0.0207,19959.8555,2.3859,2.5141,6.3206,29.6709,1.0,1.0,-1491.9908,74.025,0.0207,22.0
1563.6239,6025.4033,6025403.5,nan,9.7122,9.7122,120.4626,0.0,nan,74.3766,2.5163,2.333,2.8983,1563.6239,0.5799,nan,0.0073,0.0212,0.0212,19768.3828,2.3814,2.5163,6.3317,29.6914,1.0,1.0,-1492.0339,74.3483,0.0212,22.0
1563.7332,6002.249,6025768.5,nan,9.7077,9.7077,120.3478,0.0,nan,73.2093,2.5219,2.3612,2.9,1563.7332,0.5885,nan,0.0114,0.0226,0.0226,19769.582,2.3699,2.5219,6.3597,29.7433,1.0,1.0,-1492.1432,75.168,0.0226,22.0
1563.7762,6025.9116,6025912.0,nan,9.7115,9.7115,120.3027,0.0,nan,71.9373,2.5297,2.387,2.9403,1563.7761,0.594,nan,0.011,0.022,0.022,19770.0527,2.3784,2.5297,6.3994,29.7633,1.0,1.0,-1492.1862,75.7552,0.022,22.0
1563.8856,6131.3276,6143456.0,nan,9.7212,9.7212,119.3031,0.0,nan,68.7011,2.5496,2.4526,3.043,1563.8856,0.6079,nan,0.0101,0.0204,0.0204,20155.6953,2.3999,2.5496,6.5003,29.8142,1.0,1.0,-1492.2955,77.249,0.0204,22.0
1563.9287,6189.7642,6189764.5,nan,9.7343,9.7343,118.9093,0.0,nan,67.152,2.5606,2.4914,3.1883,1563.9287,0.6111,nan,0.0081,0.0188,0.0188,20307.625,2.4148,2.5606,6.5571,29.8403,1.0,1.0,-1492.3386,77.654,0.0188,22.0
1564.038,6365.7852,6359125.5,nan,9.7674,9.7674,117.4276,0.0,nan,63.2236,2.5886,2.5897,3.5568,1564.038,0.6193,nan,0.0031,0.0147,0.0147,20863.2715,2.4525,2.5886,6.7011,29.9065,1.0,1.0,-1492.448,78.681,0.0147,22.0
1564.081,6425.7544,6425754.5,nan,9.7766,9.7766,116.8447,0.0,nan,61.5171,2.6002,2.6304,3.7013,1564.0809,0.6159,nan,0.0032,0.0159,0.0159,21081.8711,2.4633,2.6002,6.7612,29.9377,1.0,1.0,-1492.491,78.196,0.0159,22.0
1564.1904,6541.8481,6522841.5,nan,9.8003,9.8003,116.0531,0.0,nan,57.1754,2.6295,2.734,4.069,1564.1904,0.6072,nan,0.0032,0.0191,0.0191,21400.3984,2.4908,2.6295,6.9143,30.0171,1.0,1.0,-1492.6003,76.962,0.0191,22.0
1564.2334,6561.0015,6561001.5,nan,9.8067,9.8067,115.742,0.0,nan,55.8563,2.641,2.759,4.1221,1564.2334,0.5979,nan,0.0026,0.0207,0.0207,21525.5957,2.4914,2.641,6.9751,30.0547,1.0,1.0,-1492.6433,75.7468,0.0207,22.0
1564.3428,6555.8252,6540086.5,nan,9.8229,9.8229,115.9038,0.0,nan,52.5003,2.6701,2.8227,4.2573,1564.3428,0.5742,nan,0.001,0.0249,0.0249,21456.9766,2.4929,2.6701,7.1296,30.1504,1.0,1.0,-1492.7528,72.655,0.0249,22.0
1564.3858,6531.8657,6531866.0,nan,9.8259,9.8259,115.9674,0.0,nan,52.2381,2.6832,2.823,4.252,1564.3857,0.5649,nan,0.0008,0.026,0.026,21430.0059,2.4852,2.6832,7.2001,30.1933,1.0,1.0,-1492.7958,71.4423,0.026,22.0
1564.4952,6416.1758,6418150.5,nan,9.8335,9.8335,117.122,0.0,nan,51.5711,2.7165,2.8238,4.2384,1564.4952,0.5414,nan,0.0,0.0288,0.0288,21056.9238,2.4655,2.7165,7.3793,30.3023,1.0,1.0,-1492.9052,68.357,0.0288,22.0
1564.5382,6373.4546,6373454.5,nan,9.8228,9.8228,117.5758,0.0,nan,52.5086,2.7323,2.8106,4.2114,1564.5382,0.5374,nan,0.0002,0.0292,0.0292,20910.2832,2.4585,2.7323,7.466,30.3431,1.0,1.0,-1492.9481,67.8607,0.0292,22.0
1564.6476,6223.127,6242583.0,nan,9.7957,9.7957,119.5528,0.0,nan,54.8938,2.7725,2.7771,4.1425,1564.6476,0.527,nan,0.0007,0.0304,0.0304,20480.9141,2.4409,2.7725,7.6866,30.4468,1.0,1.0,-1493.0576,66.598,0.0304,22.0
1564.6906,6191.1436,6191143.5,nan,9.772,9.772,120.3299,0.0,nan,56.216,2.7873,2.7687,4.0385,1564.6906,0.5296,nan,0.0006,0.0298,0.0298,20312.1504,2.4442,2.7873,7.7695,30.481,1.0,1.0,-1493.1006,67.0762,0.0298,22.0
1564.8,6105.1797,6129686.5,nan,9.712,9.712,122.4356,0.0,nan,59.58,2.825,2.7474,3.774,1564.7999,0.5362,nan,0.0004,0.0284,0.0284,20110.5215,2.4524,2.825,7.9806,30.5678,1.0,1.0,-1493.21,68.293,0.0284,22.0
1564.843,6105.5308,6105530.5,nan,9.6921,9.6921,123.2633,0.0,nan,60.3087,2.8316,2.751,3.7406,1564.8429,0.5424,nan,0.0003,0.0252,0.0252,20031.2695,2.4691,2.8316,8.0179,30.5935,1.0,1.0,-1493.2529,69.5029,0.0252,22.0
1564.9524,6136.6772,6147790.5,nan,9.6416,9.6416,124.7506,0.0,nan,62.1628,2.8483,2.7601,3.6554,1564.9524,0.5581,nan,0.0001,0.0171,0.0171,20169.916,2.5117,2.8483,8.1128,30.659,1.0,1.0,-1493.3624,72.581,0.0171,22.0
1564.9955,6164.4395,6164439.5,nan,9.6269,9.6269,125.3365,0.0,nan,61.5111,2.8436,2.7679,3.6857,1564.9955,0.5632,nan,0.0001,0.0177,0.0177,20224.5391,2.5349,2.8436,8.086,30.6701,1.0,1.0,-1493.4055,73.3938,0.0177,22.0
1565.1048,6280.1338,6272065.5,nan,9.5896,9.5896,125.8846,0.0,nan,59.8585,2.8317,2.7877,3.7624,1565.1047,0.5759,nan,0.0003,0.0193,0.0193,20577.6426,2.5937,2.8317,8.0183,30.6984,1.0,1.0,-1493.5148,75.455,0.0193,22.0
1565.1478,6314.4072,6314407.0,nan,9.5788,9.5788,126.1002,0.0,nan,58.3445,2.8198,2.7907,3.7941,1565.1477,0.5761,nan,0.0008,0.02,0.02,20716.5586,2.6124,2.8198,7.9517,30.6921,1.0,1.0,-1493.5577,75.6387,0.02,22.0
1565.2572,6439.3145,6414726.0,nan,9.5513,9.5513,125.8968,0.0,nan,54.4927,2.7897,2.7982,3.8747,1565.2572,0.5766,nan,0.0019,0.0217,0.0217,21045.6895,2.6597,2.7897,7.7823,30.676,1.0,1.0,-1493.6672,76.106,0.0217,22.0
1565.3003,6454.2485,6454248.5,nan,9.5542,9.5542,125.8166,0.0,nan,53.1586,2.7794,2.7947,3.935,1565.3003,0.5724,nan,0.0028,0.0222,0.0222,21175.3555,2.6642,2.7794,7.7252,30.6597,1.0,1.0,-1493.7103,75.6131,0.0222,22.0
1565.4096,6525.8423,6498461.0,nan,9.5618,9.5618,124.9659,0.0,nan,49.7753,2.7533,2.7856,4.0879,1565.4095,0.5616,nan,0.0052,0.0233,0.0233,21320.4102,2.6755,2.7533,7.5804,30.6183,1.0,1.0,-1493.8196,74.363,0.0233,22.0
1565.4526,6515.855,6515855.0,nan,9.5719,9.5719,124.6312,0.0,nan,49.3887,2.7515,2.7798,4.0922,1565.4525,0.5557,nan,0.0065,0.0241,0.0241,21377.4766,2.6643,2.7515,7.5709,30.5851,1.0,1.0,-1493.8625,73.4491,0.0241,22.0
