DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1425.1888,5501.791,5501791.0,nan,8.6934,8.6934,3.9287,139.5984,0.0,nan,65.1637,2.4459,2.5491,1425.1887,0.536,1.0,7.838,0.2087,0.1192,0.1192,18050.4941,2.5198,2.4466,2.4466,5.9858,89.2005,1.0,1.0,1.0,-1358.4587,61.582,0.1192,22.0
1425.3412,4990.8604,4990860.0,nan,8.6494,8.6494,3.7121,152.4,0.0,nan,66.0603,2.4626,2.5415,1425.3412,0.5423,1.0,6.2991,0.2028,0.1174,0.1174,16374.2129,2.4954,2.4628,2.4628,6.0653,88.7277,1.0,1.0,1.0,-1358.6112,62.173,0.1174,22.0
1425.4936,4940.7002,4940700.5,nan,8.6355,8.6355,3.7039,152.4,0.0,nan,69.3692,2.3696,2.4388,1425.4935,0.5601,1.0,2.9395,0.1888,0.1063,0.1063,16209.6465,2.4704,2.3657,2.3657,5.5966,88.2665,1.0,1.0,1.0,-1358.7635,65.756,0.1063,22.0
1425.646,4899.5,4899500.0,nan,8.6316,8.6316,3.5618,152.4,0.0,nan,72.614,2.1242,2.1994,1425.646,0.5904,1.0,0.6149,0.1713,0.0905,0.0905,16074.4756,2.4497,2.1216,2.1216,4.5012,87.7916,1.0,1.0,1.0,-1358.916,70.847,0.0905,22.0
1425.7984,4837.04,4837040.0,nan,8.6276,8.6276,3.0763,152.4,0.0,nan,74.7649,1.8887,1.9676,1425.7983,0.6226,1.0,0.0247,0.1548,0.0774,0.0774,15869.5547,2.4185,1.8905,1.8905,3.5741,87.546,1.0,1.0,1.0,-1359.0684,75.064,0.0774,23.0
1425.9508,4765.4199,4765420.0,nan,8.6283,8.6283,2.7129,152.4,0.0,nan,76.5852,1.7872,1.8631,1425.9508,0.639,1.0,0.2199,0.1444,0.0716,0.0716,15634.5801,2.3827,1.7901,1.7901,3.2045,87.4914,1.0,1.0,1.0,-1359.2208,76.936,0.0716,23.0
1426.1032,4737.1401,4737140.5,nan,8.6573,8.6573,2.6638,152.4,0.0,nan,75.7566,1.832,1.9052,1426.1031,0.6294,1.0,0.4151,0.1479,0.0784,0.0784,15541.7988,2.3686,1.8348,1.8348,3.3665,87.484,1.0,1.0,1.0,-1359.3732,74.743,0.0784,23.0
1426.2556,4789.4204,4789420.5,nan,8.6977,8.6977,2.8328,152.4,0.0,nan,71.8711,1.9931,2.0615,1426.2556,0.5989,1.0,0.6103,0.1663,0.0947,0.0947,15713.3213,2.3947,1.9951,1.9951,3.9806,87.3303,1.0,1.0,1.0,-1359.5255,69.479,0.0947,23.0
1426.408,4925.6201,4925620.5,nan,8.7354,8.7354,3.1894,152.4,0.0,nan,66.2042,2.2279,2.2884,1426.408,0.561,1.0,0.8055,0.1941,0.1134,0.1134,16160.1719,2.4628,2.2292,2.2292,4.9692,86.9614,1.0,1.0,1.0,-1359.678,63.467,0.1134,23.0
1426.5604,5126.3403,5126340.0,nan,8.7634,8.7634,3.5974,152.4,0.0,nan,58.9902,2.4952,2.5447,1426.5604,0.53,1.0,1.0006,0.2157,0.1246,0.1246,16818.7012,2.5632,2.4957,2.4957,6.2284,86.3872,1.0,1.0,1.0,-1359.8303,59.865,0.1246,23.0
1426.7128,5301.46,5301460.0,nan,8.8037,8.8037,4.1744,152.4,0.0,nan,52.8983,2.7452,2.7797,1426.7128,0.516,1.0,1.1958,0.1704,0.1062,0.1062,17393.2422,2.6507,2.7446,2.7446,7.5327,85.8535,1.0,1.0,1.0,-1359.9828,52.312,0.1062,23.0
1426.8652,5990.3384,5990338.5,nan,8.9227,8.9227,4.722,134.7216,0.0,nan,52.686,2.7959,2.818,1426.8651,0.5202,1.0,1.391,0.189,0.1127,0.1127,19653.3398,2.6477,2.7898,2.7898,7.7832,85.6207,0.9793,0.9793,0.9793,-1360.1351,55.124,0.1104,23.0
1427.0176,6428.3252,6428325.5,nan,9.0241,9.0241,4.4525,121.92,0.0,nan,59.0421,2.5124,2.5235,1427.0176,0.536,1.0,1.5862,0.2132,0.121,0.121,21090.3066,2.5713,2.5054,2.5054,6.2772,85.5258,0.9869,0.9869,0.9869,-1360.2876,60.573,0.1194,23.0
1427.17,6218.1001,6218100.5,nan,8.9696,8.9696,3.469,121.92,0.0,nan,67.6248,2.1272,2.1247,1427.1699,0.5529,1.0,1.7814,0.1965,0.1117,0.1117,20400.5918,2.4872,2.1284,2.1284,4.5302,85.3005,0.9994,0.9994,0.9994,-1360.4399,64.021,0.1116,23.0
1427.3224,6107.4502,6107450.0,nan,8.8449,8.8449,2.6256,121.92,0.0,nan,73.8915,1.9133,1.8975,1427.3224,0.5645,1.0,1.9766,0.1813,0.1011,0.1011,20037.5664,2.443,1.9177,1.9177,3.6777,84.9881,1.0,1.0,1.0,-1360.5924,67.437,0.1011,23.0
1427.4748,6187.9497,6187950.0,nan,8.7999,8.7999,2.3814,121.92,0.0,nan,76.3004,1.8766,1.8526,1427.4747,0.5691,1.0,2.1718,0.1798,0.092,0.092,20301.6719,2.4752,1.8791,1.8791,3.531,84.9786,1.0,1.0,1.0,-1360.7448,70.353,0.092,23.0
1427.6272,6336.7246,6336725.0,nan,8.8191,8.8191,2.4059,121.92,0.0,nan,74.1006,1.9009,1.8778,1427.6272,0.565,1.0,2.367,0.19,0.0922,0.0922,20789.7793,2.5347,1.9011,1.9011,3.614,85.0838,1.0,1.0,1.0,-1360.8972,70.283,0.0922,23.0
1427.7796,6468.3506,6468350.5,nan,8.8512,8.8512,2.5043,121.92,0.0,nan,69.5859,1.9942,1.9671,1427.7795,0.5503,1.0,2.5622,0.205,0.1002,0.1002,21221.6211,2.5873,1.9964,1.9964,3.9858,85.0794,1.0,1.0,1.0,-1361.0496,67.727,0.1002,23.0
1427.932,6613.9502,6613950.0,nan,8.9026,8.9026,2.8387,121.92,0.0,nan,65.566,2.2456,2.1923,1427.932,0.5271,1.0,2.7574,0.1603,0.0866,0.0866,21699.3125,2.6456,2.2495,2.2495,5.0602,84.9316,1.0,1.0,1.0,-1361.202,60.28,0.0866,23.0
1428.0844,6660.2256,6660225.5,nan,8.9497,8.9497,3.9077,121.92,0.0,nan,62.652,2.5437,2.4448,1428.0844,0.5056,1.0,2.9526,0.1327,0.0823,0.0823,21851.1328,2.6641,2.5428,2.5428,6.4659,84.9385,1.0,1.0,1.0,-1361.3544,53.892,0.0823,23.0
1428.2368,6462.9995,6462999.5,nan,8.9851,8.9851,5.1526,121.92,0.0,nan,62.8096,2.5242,2.4198,1428.2368,0.4982,1.0,3.1478,0.1882,0.1159,0.1159,21204.0664,2.5852,2.5144,2.5144,6.3222,85.2444,0.9708,0.9708,0.9708,-1361.5067,54.623,0.1125,23.0
1428.3892,5358.6475,5358647.5,nan,9.0251,9.0251,4.9579,139.5984,0.0,nan,65.9653,2.1581,2.0971,1428.3892,0.5134,1.0,3.343,0.2065,0.1326,0.1326,17580.8652,2.4543,2.1534,2.1534,4.637,85.8628,0.9814,0.9814,0.9814,-1361.6592,56.908,0.1301,23.0
1428.5416,4723.3403,4723340.0,nan,9.089,9.089,3.4831,152.4,0.0,nan,71.1565,1.8133,1.786,1428.5416,0.5438,1.0,3.5382,0.1837,0.1216,0.1216,15496.5234,2.3617,1.8169,1.8169,3.3013,86.2331,0.9991,0.9991,0.9991,-1361.8115,60.827,0.1215,23.0
1428.694,4663.9399,4663940.0,nan,9.1563,9.1563,2.495,152.4,0.0,nan,76.2421,1.671,1.6606,1428.694,0.5729,1.0,3.7334,0.1661,0.1046,0.1046,15301.6406,2.332,1.6748,1.6748,2.8049,86.1947,1.0,1.0,1.0,-1361.964,66.297,0.1046,23.0
1428.8464,4679.8599,4679860.0,nan,9.1263,9.1263,2.3263,152.4,0.0,nan,78.7343,1.667,1.6642,1428.8463,0.5903,1.0,3.9286,0.157,0.0926,0.0926,15353.8711,2.3399,1.6688,1.6688,2.7848,86.0473,1.0,1.0,1.0,-1362.1163,70.168,0.0926,23.0
1428.9988,4759.7407,4759740.5,nan,9.1049,9.1049,2.3914,152.4,0.0,nan,78.0805,1.7275,1.7163,1428.9988,0.5918,1.0,4.1237,0.1601,0.0891,0.0891,15615.9463,2.3799,1.7284,1.7284,2.9873,86.0889,1.0,1.0,1.0,-1362.2688,71.305,0.0891,23.0
1429.1512,4922.9399,4922940.0,nan,9.2711,9.2711,2.4607,152.4,0.0,nan,73.2871,1.8388,1.8096,1429.1511,0.5761,1.0,4.3189,0.1804,0.0962,0.0962,16151.3779,2.4615,1.8399,1.8399,3.3853,86.4723,1.0,1.0,1.0,-1362.4211,69.009,0.0962,23.0
1429.3036,5117.7998,5117800.0,nan,9.5737,9.5737,2.6282,152.4,0.0,nan,66.5918,2.0593,2.0103,1429.3036,0.5457,1.0,4.5141,0.2061,0.109,0.109,16790.6816,2.5589,2.0624,2.0624,4.2534,87.007,1.0,1.0,1.0,-1362.5736,64.866,0.109,23.0
1429.456,5248.1406,5248140.5,nan,9.772,9.772,3.3588,152.4,0.0,nan,63.5466,2.4027,2.3296,1429.4559,0.5141,1.0,4.7093,0.2164,0.1151,0.1151,17218.3086,2.6241,2.405,2.405,5.7842,87.5041,1.0,1.0,1.0,-1362.726,62.923,0.1151,23.0
1429.6084,5287.4399,5287440.0,nan,9.614,9.614,4.3943,152.4,0.0,nan,65.2393,2.5803,2.5185,1429.6084,0.4994,1.0,4.9045,0.2157,0.1133,0.1133,17347.2441,2.6437,2.5735,2.5735,6.6226,87.8122,0.9896,0.9896,0.9896,-1362.8784,63.398,0.1121,23.0
1429.7608,5273.1201,5273120.0,nan,9.215,9.215,4.5339,152.4,0.0,nan,68.6749,2.361,2.3646,1429.7607,0.503,1.0,5.0997,0.2138,0.1091,0.1091,17300.2637,2.6366,2.3527,2.3527,5.5351,88.164,0.9934,0.9934,0.9934,-1363.0308,64.789,0.1083,23.0
1429.9132,5237.3003,5237300.0,nan,8.8877,8.8877,3.4996,152.4,0.0,nan,71.9066,2.0513,2.1037,1429.9132,0.5124,1.0,5.2949,0.2122,0.1055,0.1055,17182.7441,2.6186,2.0539,2.0539,4.2185,88.4888,0.9997,0.9997,0.9997,-1363.1832,65.991,0.1055,23.0
1430.0656,5181.7407,5181740.5,nan,8.7812,8.7812,2.7515,152.4,0.0,nan,73.1829,1.9489,2.0159,1430.0656,0.5161,1.0,5.4901,0.2122,0.1075,0.1075,17000.4609,2.5909,1.9536,1.9536,3.8166,88.6918,1.0,1.0,1.0,-1363.3356,65.368,0.1075,23.0
1430.218,5116.6001,5116600.0,nan,8.7612,8.7612,2.7314,152.4,0.0,nan,72.2068,1.9976,2.0528,1430.218,0.5088,1.0,5.6853,0.2147,0.116,0.116,16786.7461,2.5583,1.9992,1.9992,3.9967,88.6447,1.0,1.0,1.0,-1363.4879,62.605,0.116,23.0
1430.3704,5059.6001,5059600.0,nan,8.7229,8.7229,2.9275,152.4,0.0,nan,69.9649,2.0203,2.0479,1430.3704,0.4935,1.0,5.8805,0.2207,0.129,0.129,16599.7383,2.5298,2.0183,2.0183,4.0735,88.6327,1.0,1.0,1.0,-1363.6404,58.42,0.129,23.0
1430.5228,5022.2002,5022200.5,nan,8.6864,8.6864,2.9195,152.4,0.0,nan,68.4161,1.9932,2.0023,1430.5228,0.4793,1.0,6.0757,0.2266,0.1396,0.1396,16477.0352,2.5111,1.993,1.993,3.972,88.8051,1.0,1.0,1.0,-1363.7927,55.033,0.1396,23.0
1430.6752,5020.6006,5020600.5,nan,8.68,8.68,2.9022,152.4,0.0,nan,69.1712,2.0267,2.0299,1430.6752,0.4744,1.0,6.2709,0.2272,0.1401,0.1401,16471.7871,2.5103,2.0289,2.0289,4.1165,89.0082,1.0,1.0,1.0,-1363.9452,54.849,0.1401,23.0
1430.8276,5721.7642,5721764.0,nan,8.6873,8.6873,3.1688,134.7216,0.0,nan,71.1193,2.1351,2.1423,1430.8275,0.4805,1.0,6.4661,0.2229,0.1318,0.1318,18772.1914,2.529,2.1361,2.1361,4.5628,89.0476,1.0,1.0,1.0,-1364.0975,57.534,0.1318,23.0
1430.98,6336.0503,6336050.0,nan,8.7141,8.7141,3.7233,121.92,0.0,nan,73.3886,2.2244,2.242,1430.98,0.4925,1.0,6.6613,0.2141,0.1215,0.1215,20787.5664,2.5344,2.2232,2.2232,4.9427,89.2445,1.0,1.0,1.0,-1364.25,60.852,0.1215,23.0
1431.1324,6234.7749,6234774.5,nan,8.7711,8.7711,4.3386,121.92,0.0,nan,77.3814,2.2322,2.2556,1431.1323,0.5054,1.0,6.8565,0.1982,0.1122,0.1122,20455.2969,2.4939,2.2305,2.2305,4.975,89.6371,1.0,1.0,1.0,-1364.4023,63.861,0.1122,23.0
1431.2848,6086.0996,6086100.0,nan,8.8472,8.8472,4.3688,121.92,0.0,nan,82.7916,2.1296,2.1497,1431.2848,0.5165,1.0,7.0517,0.1805,0.1034,0.1034,19967.5195,2.4344,2.1272,2.1272,4.5248,89.8568,1.0,1.0,1.0,-1364.5548,66.676,0.1034,23.0
1431.4372,5994.8501,5994850.0,nan,8.9253,8.9253,3.7396,121.92,0.0,nan,87.192,1.9522,1.9651,1431.4371,0.525,1.0,7.2468,0.1687,0.0962,0.0962,19668.1426,2.3979,1.9513,1.9513,3.8075,89.6754,1.0,1.0,1.0,-1364.7072,68.998,0.0962,23.0
1431.5896,5956.75,5956750.0,nan,8.9909,8.9909,2.9798,121.92,0.0,nan,89.6966,1.827,1.8338,1431.5896,0.5313,1.0,7.442,0.1629,0.0915,0.0915,19543.1426,2.3827,1.8292,1.8292,3.346,89.1148,1.0,1.0,1.0,-1364.8596,70.509,0.0915,23.0
1431.742,5931.7749,5931775.0,nan,9.0112,9.0112,2.6038,121.92,0.0,nan,89.9691,1.8324,1.8404,1431.7419,0.5351,1.0,7.6372,0.1611,0.0909,0.0909,19461.2051,2.3727,1.835,1.835,3.3674,88.5765,1.0,1.0,1.0,-1365.012,70.727,0.0909,23.0
1431.8944,5944.1494,5944149.5,nan,8.9508,8.9508,2.769,121.92,0.0,nan,87.9016,1.9469,1.9634,1431.8944,0.534,1.0,7.8324,0.1645,0.094,0.094,19501.8027,2.3777,1.9487,1.9487,3.7974,88.2652,1.0,1.0,1.0,-1365.1644,69.697,0.094,23.0
1432.0468,7080.7871,7080787.0,nan,8.8295,8.8295,3.0579,104.2416,0.0,nan,83.6336,2.1139,2.1358,1432.0468,0.526,1.0,8.0276,0.1771,0.1002,0.1002,23230.9297,2.4216,2.1146,2.1146,4.4714,88.2627,1.0,1.0,1.0,-1365.3168,67.698,0.1002,23.0
1432.1992,8346.5996,8346599.5,nan,8.7306,8.7306,3.2073,91.44,0.0,nan,77.2014,2.3901,2.4046,1432.1992,0.5135,1.0,8.2228,0.1987,0.1088,0.1088,27383.8574,2.504,2.3935,2.3935,5.729,88.411,1.0,1.0,1.0,-1365.4691,64.948,0.1088,24.0
1432.3516,7232.8232,7232823.0,nan,8.6871,8.6871,3.6193,109.1184,0.0,nan,70.1453,2.9131,2.8911,1432.3516,0.5041,1.0,11.2405,0.2126,0.1129,0.1129,23729.7344,2.5893,2.9194,2.9194,8.5227,88.7198,0.9767,0.9767,0.9767,-1365.6216,63.621,0.1103,24.0
1432.504,6590.4497,6590450.0,nan,8.6521,8.6521,4.9988,121.92,0.0,nan,64.082,3.5294,3.4467,1432.504,0.5045,1.0,11.9129,0.2161,0.1139,0.1139,21622.2109,2.6362,3.5287,3.5287,12.4518,89.0151,0.9109,0.9109,0.9109,-1365.7739,63.284,0.1038,24.0
1432.6564,6549.9502,6549950.5,nan,8.6088,8.6088,6.3646,121.92,0.0,nan,59.9983,3.6546,3.5703,1432.6564,0.5161,1.0,11.4802,0.2188,0.1193,0.1193,21489.3379,2.62,3.6391,3.6391,13.2434,89.0439,0.8661,0.8661,0.8661,-1365.9264,61.561,0.1033,24.0
1432.8088,6364.9502,6364950.0,nan,8.5837,8.5837,5.9146,121.92,0.0,nan,58.8804,3.2419,3.2155,1432.8087,0.5321,1.0,9.9226,0.2165,0.1266,0.1266,20882.3828,2.546,3.2349,3.2349,10.4644,88.7327,0.9035,0.9035,0.9035,-1366.0787,59.206,0.1144,24.0
1432.9612,6150.9746,6150974.5,nan,8.5787,8.5787,4.5664,121.92,0.0,nan,60.3968,2.8295,2.8477,1432.9612,0.5423,1.0,8.2193,0.2069,0.1303,0.1303,20180.3633,2.4604,2.834,2.834,8.0316,88.3947,0.9721,0.9721,0.9721,-1366.2312,58.024,0.1266,24.0
1433.1136,6016.4248,6016425.0,nan,8.5787,8.5787,3.9698,121.92,0.0,nan,62.735,2.6386,2.6724,1433.1135,0.5422,1.0,8.1735,0.1992,0.1317,0.1317,19738.9277,2.4066,2.6423,2.6423,6.982,88.3066,0.9987,0.9987,0.9987,-1366.3835,57.556,0.1316,24.0
1433.266,5962.5752,5962575.0,nan,8.581,8.581,4.0018,121.92,0.0,nan,64.0627,2.5484,2.5814,1433.266,0.5334,1.0,10.5624,0.1985,0.1352,0.1352,19562.2539,2.385,2.5489,2.5489,6.497,88.5001,1.0,1.0,1.0,-1366.536,56.445,0.1352,24.0
1433.4184,5935.5249,5935525.0,nan,8.5941,8.5941,3.9729,121.92,0.0,nan,63.7923,2.46,2.4861,1433.4183,0.5234,1.0,14.6138,0.2017,0.141,0.141,19473.5059,2.3742,2.4596,2.4596,6.0498,88.7418,1.0,1.0,1.0,-1366.6884,54.552,0.141,24.0
1433.5708,5907.4497,5907450.0,nan,8.6092,8.6092,3.7997,121.92,0.0,nan,62.4928,2.3802,2.4013,1433.5708,0.5195,1.0,17.3887,0.2044,0.1463,0.1463,19381.3965,2.363,2.3807,2.3807,5.6675,88.7898,1.0,1.0,1.0,-1366.8408,52.864,0.1463,24.0
1433.7232,5890.2754,5890275.5,nan,8.6142,8.6142,3.6357,121.92,0.0,nan,61.2106,2.3361,2.3564,1433.7231,0.5228,1.0,17.0056,0.2049,0.148,0.148,19325.0508,2.3561,2.3369,2.3369,5.4611,88.8253,1.0,1.0,1.0,-1366.9932,52.296,0.148,24.0
1433.8756,5929.4751,5929475.0,nan,8.621,8.621,3.5997,121.92,0.0,nan,61.4291,2.3408,2.3616,1433.8756,0.5288,1.0,14.0375,0.2038,0.1436,0.1436,19453.6582,2.3718,2.3419,2.3419,5.4844,88.8209,1.0,1.0,1.0,-1367.1456,53.728,0.1436,24.0
1434.028,6042.4751,6042475.0,nan,8.6237,8.6237,3.6507,121.92,0.0,nan,63.2008,2.4179,2.4367,1434.028,0.5319,1.0,11.371,0.2041,0.1347,0.1347,19824.3945,2.417,2.4196,2.4196,5.8546,89.0297,1.0,1.0,1.0,-1367.298,56.602,0.1347,24.0
1434.1804,6221.9253,6221925.0,nan,8.6289,8.6289,3.7717,121.92,0.0,nan,64.3469,2.6116,2.6225,1434.1804,0.5294,1.0,10.4275,0.2097,0.1265,0.1265,20413.1406,2.4888,2.6144,2.6144,6.8351,89.2934,0.9963,0.9963,0.9963,-1367.4503,59.237,0.126,24.0
1434.3328,6447.8501,6447850.0,nan,8.6521,8.6521,4.1036,121.92,0.0,nan,64.9443,2.9047,2.9016,1434.3328,0.5231,1.0,9.6966,0.214,0.1163,0.1163,21154.3633,2.5791,2.9063,2.9063,8.4465,89.7283,0.9668,0.9668,0.9668,-1367.6028,62.541,0.1124,24.0
1434.4852,6651.0249,6651025.0,nan,8.6927,8.6927,4.6061,121.92,0.0,nan,65.3256,3.1789,3.1618,1434.4852,0.5154,1.0,4.5082,0.158,0.0853,0.0853,21820.9473,2.6604,3.1774,3.1774,10.0962,89.9368,0.9803,0.9803,0.9803,-1367.7551,59.895,0.0836,24.0
1434.6376,6730.4497,6730450.0,nan,8.7331,8.7331,5.011,121.92,0.0,nan,64.689,3.2967,3.2745,1434.6376,0.5118,1.0,2.5333,0.1221,0.069,0.069,22081.5293,2.6922,3.2928,3.2928,10.8423,89.8142,0.999,0.999,0.999,-1367.9076,56.859,0.069,24.0
1434.79,6634.875,6634875.0,nan,8.7548,8.7548,4.9728,121.92,0.0,nan,63.9138,3.1306,3.1209,1434.7899,0.515,1.0,6.2681,0.1776,0.0953,0.0953,21767.9629,2.6539,3.1239,3.1239,9.7588,89.775,0.9614,0.9614,0.9614,-1368.0599,60.714,0.0916,24.0
1434.9424,6442.2749,6442275.0,nan,8.7667,8.7667,4.4227,121.92,0.0,nan,65.2536,2.7452,2.756,1434.9424,0.5232,1.0,9.7138,0.2115,0.1154,0.1154,21136.0742,2.5769,2.7423,2.7423,7.5204,90.1724,0.9731,0.9731,0.9731,-1368.2124,62.398,0.1123,24.0
1435.0948,6255.4248,6255424.5,nan,8.7534,8.7534,3.5961,121.92,0.0,nan,68.8224,2.378,2.3933,1435.0947,0.5314,nan,8.615,0.2036,0.1164,0.1164,20523.0469,2.5022,2.3802,2.3802,5.6653,90.6493,0.9973,0.9973,0.9973,-1368.3647,62.482,0.1161,24.0
1435.2472,6134.2754,6134275.5,nan,8.7128,8.7128,2.9464,121.92,0.0,nan,73.1502,2.1775,2.1854,1435.2472,0.5357,nan,7.0802,0.1927,0.1123,0.1123,20125.5742,2.4537,2.1811,2.1811,4.7573,90.8535,0.9999,0.9999,0.9999,-1368.5172,63.803,0.1123,24.0
1435.3996,6088.5996,6088599.5,nan,8.8801,8.8801,2.8168,121.92,0.0,nan,76.9295,2.1407,2.1526,1435.3995,0.5333,nan,6.6014,0.1864,0.1084,0.1084,19975.7207,2.4354,2.1435,2.1435,4.5944,90.9521,1.0,1.0,1.0,-1368.6696,65.073,0.1084,24.0
1435.552,6082.2749,6082275.0,nan,9.4496,9.4496,3.0066,121.92,0.0,nan,78.8027,2.1233,2.1442,1435.552,0.5263,nan,7.4475,0.1855,0.108,0.108,19954.9707,2.4329,2.122,2.122,4.5029,91.1867,1.0,1.0,1.0,-1368.822,65.204,0.108,25.0
1435.7044,6067.9004,6067900.0,nan,10.2296,10.2296,2.9942,121.92,0.0,nan,78.9518,1.9266,1.9548,1435.7043,0.523,nan,nan,0.1861,0.11,0.11,19907.8086,2.4272,1.9214,1.9214,3.6919,91.6906,1.0,1.0,1.0,-1368.9744,64.556,0.11,25.0
1435.8568,6004.4502,6004450.5,nan,10.8455,10.8455,2.5342,121.92,0.0,nan,79.3025,1.5999,1.6236,1435.8568,0.5301,nan,nan,0.1825,0.1102,0.1102,19699.6406,2.4018,1.5989,1.5989,2.5566,92.2156,1.0,1.0,1.0,-1369.1267,64.483,0.1102,25.0
1436.0092,5886.5752,5886575.0,nan,10.965,10.965,1.9588,121.92,0.0,nan,80.8591,1.3351,1.3414,1436.0092,0.5454,nan,nan,0.1731,0.1074,0.1074,19312.9102,2.3546,1.3375,1.3375,1.7889,92.7233,1.0,1.0,1.0,-1369.2792,65.384,0.1074,25.0
1436.1616,5793.3506,5793350.5,nan,10.3849,10.3849,1.606,121.92,0.0,nan,82.9652,1.2059,1.1989,1436.1616,0.5582,nan,nan,0.1655,0.1033,0.1033,19007.0547,2.3173,1.2085,1.2085,1.4604,92.8497,1.0,1.0,1.0,-1369.4315,66.723,0.1033,25.0
1436.314,5851.9253,5851925.0,nan,9.453,9.453,1.4893,121.92,0.0,nan,84.7025,1.2126,1.2086,1436.314,0.556,nan,nan,0.1663,0.0991,0.0991,19199.2285,2.3408,1.2152,1.2152,1.4768,92.728,1.0,1.0,1.0,-1369.584,68.057,0.0991,25.0
1436.4664,6071.8003,6071800.0,nan,8.9256,8.9256,1.6318,121.92,0.0,nan,84.5535,1.3904,1.4115,1436.4664,0.5333,nan,nan,0.1809,0.0994,0.0994,19920.6035,2.4287,1.3944,1.3944,1.9443,92.4711,1.0,1.0,1.0,-1369.7363,67.963,0.0994,25.0
1436.6188,6366.3501,6366350.0,nan,8.9511,8.9511,2.2156,121.92,0.0,nan,80.7656,1.7679,1.8242,1436.6188,0.499,nan,nan,0.2036,0.1055,0.1055,20886.9746,2.5465,1.7721,1.7721,3.1404,92.3029,1.0,1.0,1.0,-1369.8888,66.01,0.1055,25.0
1436.7712,6707.7007,6707700.5,nan,9.1679,9.1679,3.244,121.92,0.0,nan,73.2661,2.0427,2.1246,1436.7711,0.4706,nan,nan,0.1573,0.0867,0.0867,22006.8926,2.6831,2.0367,2.0367,4.1481,92.0894,1.0,1.0,1.0,-1370.0411,57.609,0.0867,25.0
1436.9236,6882.3247,6882325.0,nan,9.3391,9.3391,3.5858,121.92,0.0,nan,67.6719,1.9033,1.975,1436.9236,0.4706,nan,nan,0.1208,0.0714,0.0714,22579.8066,2.7529,1.8939,1.8939,3.5869,91.8669,1.0,1.0,1.0,-1370.1936,52.951,0.0714,25.0
1437.076,6592.1006,6592100.5,nan,9.3481,9.3481,2.8028,121.92,0.0,nan,70.372,1.5966,1.6257,1437.0759,0.5102,nan,nan,0.1701,0.0917,0.0917,21627.625,2.6368,1.5975,1.5975,2.5521,91.812,1.0,1.0,1.0,-1370.3459,60.569,0.0917,25.0
1437.2284,6180.8506,6180850.5,nan,9.2396,9.2396,2.0507,121.92,0.0,nan,80.7238,1.4069,1.4071,1437.2284,0.5739,nan,nan,0.1706,0.0831,0.0831,20278.3809,2.4723,1.4098,1.4098,1.9876,91.9755,1.0,1.0,1.0,-1370.4984,72.752,0.0831,25.0
1437.3808,5987.6001,5987600.0,nan,9.0845,9.0845,1.828,121.92,0.0,nan,93.6768,1.3488,1.3524,1437.3807,0.627,nan,nan,0.1304,0.0482,0.0482,19644.3574,2.395,1.3509,1.3509,1.8249,92.2611,1.0,1.0,1.0,-1370.6508,84.46,0.0482,25.0
1437.5332,5966.875,5966875.0,nan,9.0118,9.0118,1.8988,121.92,0.0,nan,100.9995,1.352,1.3725,1437.5332,0.6441,nan,nan,0.113,0.0298,0.0298,19576.3613,2.3867,1.3525,1.3525,1.8293,92.2786,1.0,1.0,1.0,-1370.8032,90.392,0.0298,25.0
1437.6856,6026.2251,6026225.0,nan,9.078,9.078,1.9647,121.92,0.0,nan,99.9839,1.343,1.3696,1437.6855,0.6309,nan,nan,0.1199,0.0341,0.0341,19771.0801,2.4105,1.3422,1.3422,1.8016,92.0846,1.0,1.0,1.0,-1370.9556,89.014,0.0341,25.0
1437.838,6107.9248,6107924.5,nan,9.1968,9.1968,1.9509,121.92,0.0,nan,96.446,1.2922,1.3138,1437.838,0.6094,nan,nan,0.1352,0.0454,0.0454,20039.123,2.4432,1.2913,1.2913,1.6674,91.6996,1.0,1.0,1.0,-1371.1079,85.363,0.0454,25.0
1437.9904,6114.875,6114875.0,nan,9.3211,9.3211,1.8524,121.92,0.0,nan,93.5377,1.2252,1.238,1437.9904,0.5923,nan,nan,0.1464,0.0577,0.0577,20061.9258,2.446,1.2252,1.2252,1.5011,91.5845,1.0,1.0,1.0,-1371.2604,81.395,0.0577,25.0
1438.1428,6018.6753,6018675.0,nan,9.3329,9.3329,1.7363,121.92,0.0,nan,91.1,1.1798,1.1831,1438.1428,0.5823,nan,nan,0.1509,0.0703,0.0703,19746.3086,2.4075,1.1804,1.1804,1.3934,91.5223,1.0,1.0,1.0,-1371.4127,77.362,0.0703,25.0
1438.2952,5919.1997,5919199.5,nan,9.1913,9.1913,1.6501,121.92,0.0,nan,88.7506,1.1823,1.1801,1438.2952,0.5781,nan,nan,0.1528,0.0801,0.0801,19419.9473,2.3677,1.1835,1.1835,1.4006,91.5488,1.0,1.0,1.0,-1371.5652,74.197,0.0801,25.0
